session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_costo_clics,M2_tiempo_top1_s,M3_tasa_error,costo_sesion_total
bot_Logistica_97c4_20260502081414,bot_Logistica_97c4,Logistica,2026-05-02,8,4,21.03,2.0,1262.0,0.25,8.0
bot_Logistica_97c4_20260502094657,bot_Logistica_97c4,Logistica,2026-05-02,9,3,0.27,2.0,16.0,0.0,6.0
bot_Logistica_97c4_20260502110305,bot_Logistica_97c4,Logistica,2026-05-02,11,2,21.8,2.0,1308.0,0.0,4.0
bot_Logistica_97c4_20260502121621,bot_Logistica_97c4,Logistica,2026-05-02,12,4,13.87,2.0,44.0,0.0,8.0
bot_Logistica_97c4_20260502132602,bot_Logistica_97c4,Logistica,2026-05-02,13,7,44.6,2.0,1052.0,0.1429,14.0
bot_Logistica_97c4_20260502144745,bot_Logistica_97c4,Logistica,2026-05-02,14,5,21.07,2.0,1259.0,0.0,10.0
bot_Logistica_97c4_20260503070809,bot_Logistica_97c4,Logistica,2026-05-03,7,5,7.9,2.0,0.0,0.0,10.0
bot_Logistica_97c4_20260503085031,bot_Logistica_97c4,Logistica,2026-05-03,8,10,46.07,2.0,0.0,0.0,20.0
bot_Logistica_97c4_20260503102002,bot_Logistica_97c4,Logistica,2026-05-03,10,10,32.25,2.0,54.0,0.0,20.0
bot_Logistica_97c4_20260503130253,bot_Logistica_97c4,Logistica,2026-05-03,13,3,8.12,2.0,108.0,0.0,6.0
bot_Logistica_97c4_20260503135526,bot_Logistica_97c4,Logistica,2026-05-03,13,2,22.05,2.0,1323.0,0.0,4.0
bot_Logistica_97c4_20260503150506,bot_Logistica_97c4,Logistica,2026-05-03,15,2,15.72,2.0,943.0,0.5,4.0
bot_Logistica_97c4_20260503170520,bot_Logistica_97c4,Logistica,2026-05-03,17,5,44.77,2.0,0.0,0.0,10.0
bot_Logistica_97c4_20260504070026,bot_Logistica_97c4,Logistica,2026-05-04,7,29,58.33,2.0,0.0,0.069,58.0
bot_Logistica_97c4_20260504091244,bot_Logistica_97c4,Logistica,2026-05-04,9,20,142.32,2.0,0.0,0.15,40.0
bot_Logistica_97c4_20260504122057,bot_Logistica_97c4,Logistica,2026-05-04,12,30,151.33,2.0,39.0,0.1,60.0
bot_Logistica_97c4_20260504152401,bot_Logistica_97c4,Logistica,2026-05-04,15,3,40.43,2.0,1717.0,0.3333,6.0
bot_Logistica_97c4_20260504164526,bot_Logistica_97c4,Logistica,2026-05-04,16,4,10.95,2.0,85.0,0.0,8.0
bot_Logistica_97c4_20260505070222,bot_Logistica_97c4,Logistica,2026-05-05,7,15,72.17,2.0,0.0,0.1333,30.0
bot_Logistica_97c4_20260505100422,bot_Logistica_97c4,Logistica,2026-05-05,10,7,22.22,2.0,10.0,0.1429,14.0
bot_Logistica_97c4_20260505110339,bot_Logistica_97c4,Logistica,2026-05-05,11,14,102.2,2.0,114.0,0.1429,28.0
bot_Logistica_97c4_20260505131602,bot_Logistica_97c4,Logistica,2026-05-05,13,14,114.12,2.0,1399.0,0.0714,28.0
bot_Logistica_97c4_20260505154933,bot_Logistica_97c4,Logistica,2026-05-05,15,4,3.05,2.0,11.0,0.0,8.0
bot_Logistica_97c4_20260505170818,bot_Logistica_97c4,Logistica,2026-05-05,17,3,0.73,2.0,27.0,0.0,6.0
bot_Logistica_97c4_20260505175056,bot_Logistica_97c4,Logistica,2026-05-05,17,2,7.57,2.0,454.0,0.0,4.0
bot_Logistica_97c4_20260506070451,bot_Logistica_97c4,Logistica,2026-05-06,7,32,162.5,2.0,293.0,0.0938,64.0
bot_Logistica_97c4_20260506102722,bot_Logistica_97c4,Logistica,2026-05-06,10,12,80.53,2.0,31.0,0.1667,24.0
bot_Logistica_97c4_20260506134429,bot_Logistica_97c4,Logistica,2026-05-06,13,10,45.5,2.0,30.0,0.1,20.0
bot_Logistica_97c4_20260506150029,bot_Logistica_97c4,Logistica,2026-05-06,15,2,5.57,2.0,0.0,0.5,4.0
bot_Logistica_97c4_20260506160452,bot_Logistica_97c4,Logistica,2026-05-06,16,14,39.85,2.0,711.0,0.1429,28.0
bot_Logistica_97c4_20260506172304,bot_Logistica_97c4,Logistica,2026-05-06,17,6,34.68,2.0,43.0,0.1667,12.0
bot_Logistica_97c4_20260507070719,bot_Logistica_97c4,Logistica,2026-05-07,7,20,79.58,2.0,33.0,0.05,40.0
bot_Logistica_97c4_20260507100100,bot_Logistica_97c4,Logistica,2026-05-07,10,16,113.73,2.0,1526.0,0.125,32.0
bot_Logistica_97c4_20260507130941,bot_Logistica_97c4,Logistica,2026-05-07,13,5,36.78,2.0,151.0,0.0,10.0
bot_Logistica_97c4_20260507150551,bot_Logistica_97c4,Logistica,2026-05-07,15,3,1.03,2.0,25.0,0.0,6.0
bot_Logistica_97c4_20260507155143,bot_Logistica_97c4,Logistica,2026-05-07,15,2,14.1,2.0,846.0,0.0,4.0
bot_Logistica_97c4_20260507172258,bot_Logistica_97c4,Logistica,2026-05-07,17,2,6.68,2.0,0.0,0.0,4.0
bot_Reportes_8c97_20260501080108,bot_Reportes_8c97,Reportes,2026-05-01,8,10,76.08,2.0,1253.0,0.0,20.0
bot_Reportes_8c97_20260501095221,bot_Reportes_8c97,Reportes,2026-05-01,9,3,11.63,2.0,0.0,0.3333,6.0
bot_Reportes_8c97_20260501112848,bot_Reportes_8c97,Reportes,2026-05-01,11,7,52.33,2.0,825.0,0.0,14.0
bot_Reportes_8c97_20260501132107,bot_Reportes_8c97,Reportes,2026-05-01,13,2,11.47,2.0,688.0,0.0,4.0
bot_Reportes_8c97_20260501141226,bot_Reportes_8c97,Reportes,2026-05-01,14,4,6.9,2.0,366.0,0.0,8.0
bot_Reportes_8c97_20260501150449,bot_Reportes_8c97,Reportes,2026-05-01,15,5,6.8,2.0,358.0,0.0,10.0
bot_Reportes_8c97_20260501154446,bot_Reportes_8c97,Reportes,2026-05-01,15,2,23.82,2.0,0.0,0.0,4.0
bot_Reportes_8c97_20260501171012,bot_Reportes_8c97,Reportes,2026-05-01,17,5,11.1,2.0,0.0,0.2,10.0
bot_Reportes_8c97_20260501175904,bot_Reportes_8c97,Reportes,2026-05-01,17,20,55.05,2.0,0.0,0.1,40.0
bot_Reportes_8c97_20260502093456,bot_Reportes_8c97,Reportes,2026-05-02,9,6,51.1,2.0,1123.0,0.0,12.0
bot_Reportes_8c97_20260502162316,bot_Reportes_8c97,Reportes,2026-05-02,16,2,18.22,2.0,0.0,0.0,4.0
bot_Reportes_8c97_20260502175348,bot_Reportes_8c97,Reportes,2026-05-02,17,4,48.27,2.0,2896.0,0.25,8.0
bot_Reportes_8c97_20260503092645,bot_Reportes_8c97,Reportes,2026-05-03,9,2,8.12,2.0,487.0,0.5,4.0
bot_Reportes_8c97_20260503140819,bot_Reportes_8c97,Reportes,2026-05-03,14,3,0.53,2.0,0.0,0.0,6.0
bot_Reportes_8c97_20260503174524,bot_Reportes_8c97,Reportes,2026-05-03,17,3,1.0,2.0,0.0,0.0,6.0
bot_Reportes_8c97_20260503182729,bot_Reportes_8c97,Reportes,2026-05-03,18,3,23.62,2.0,0.0,0.0,6.0
bot_Reportes_8c97_20260504080401,bot_Reportes_8c97,Reportes,2026-05-04,8,15,136.13,2.0,1742.0,0.0667,30.0
bot_Reportes_8c97_20260504112928,bot_Reportes_8c97,Reportes,2026-05-04,11,4,14.17,2.0,778.0,0.0,8.0
bot_Reportes_8c97_20260504133821,bot_Reportes_8c97,Reportes,2026-05-04,13,11,121.08,2.0,0.0,0.0,22.0
bot_Reportes_8c97_20260504161343,bot_Reportes_8c97,Reportes,2026-05-04,16,40,160.3,2.0,0.0,0.025,80.0
bot_Reportes_8c97_20260505092941,bot_Reportes_8c97,Reportes,2026-05-05,9,10,55.07,2.0,0.0,0.0,20.0
bot_Reportes_8c97_20260505110525,bot_Reportes_8c97,Reportes,2026-05-05,11,4,26.82,2.0,1567.0,0.0,8.0
bot_Reportes_8c97_20260505131407,bot_Reportes_8c97,Reportes,2026-05-05,13,12,141.48,2.0,1492.0,0.25,24.0
bot_Reportes_8c97_20260505165435,bot_Reportes_8c97,Reportes,2026-05-05,16,28,120.6,2.0,1937.0,0.1429,56.0
bot_Reportes_8c97_20260506083023,bot_Reportes_8c97,Reportes,2026-05-06,8,2,7.7,2.0,462.0,0.0,4.0
bot_Reportes_8c97_20260506092017,bot_Reportes_8c97,Reportes,2026-05-06,9,10,54.83,2.0,450.0,0.2,20.0
bot_Reportes_8c97_20260506105834,bot_Reportes_8c97,Reportes,2026-05-06,10,4,11.17,2.0,616.0,0.0,8.0
bot_Reportes_8c97_20260506135059,bot_Reportes_8c97,Reportes,2026-05-06,13,13,83.4,2.0,2229.0,0.0,26.0
bot_Reportes_8c97_20260506154857,bot_Reportes_8c97,Reportes,2026-05-06,15,4,27.3,2.0,230.0,0.25,8.0
bot_Reportes_8c97_20260506165614,bot_Reportes_8c97,Reportes,2026-05-06,16,5,38.85,2.0,1241.0,0.0,10.0
bot_Reportes_8c97_20260506181838,bot_Reportes_8c97,Reportes,2026-05-06,18,14,38.68,2.0,394.0,0.0714,28.0
bot_Reportes_8c97_20260507080429,bot_Reportes_8c97,Reportes,2026-05-07,8,18,141.22,2.0,3053.0,0.1111,36.0
bot_Reportes_8c97_20260507112221,bot_Reportes_8c97,Reportes,2026-05-07,11,4,7.23,2.0,0.0,0.25,8.0
bot_Reportes_8c97_20260507140945,bot_Reportes_8c97,Reportes,2026-05-07,14,4,6.67,2.0,0.0,0.0,8.0
bot_Reportes_8c97_20260507152851,bot_Reportes_8c97,Reportes,2026-05-07,15,14,95.18,2.0,794.0,0.0,28.0
bot_Reportes_8c97_20260507173904,bot_Reportes_8c97,Reportes,2026-05-07,17,11,80.83,2.0,2359.0,0.0909,22.0
bot_Ventas_9525_20260501082551,bot_Ventas_9525,Ventas,2026-05-01,8,4,5.75,2.0,0.0,0.0,8.0
bot_Ventas_9525_20260501092412,bot_Ventas_9525,Ventas,2026-05-01,9,17,150.43,2.0,0.0,0.1176,34.0
bot_Ventas_9525_20260501122559,bot_Ventas_9525,Ventas,2026-05-01,12,24,175.18,2.0,9293.0,0.125,48.0
bot_Ventas_9525_20260501155703,bot_Ventas_9525,Ventas,2026-05-01,15,5,18.58,2.0,0.0,0.0,10.0
bot_Ventas_9525_20260501172111,bot_Ventas_9525,Ventas,2026-05-01,17,35,158.37,2.0,1451.0,0.2571,70.0
bot_Ventas_9525_20260502101826,bot_Ventas_9525,Ventas,2026-05-02,10,2,0.15,2.0,9.0,0.0,4.0
bot_Ventas_9525_20260502105903,bot_Ventas_9525,Ventas,2026-05-02,10,2,22.7,2.0,1362.0,0.0,4.0
bot_Ventas_9525_20260502121114,bot_Ventas_9525,Ventas,2026-05-02,12,2,6.87,2.0,0.0,0.0,4.0
bot_Ventas_9525_20260502170634,bot_Ventas_9525,Ventas,2026-05-02,17,3,1.3,2.0,78.0,0.0,6.0
bot_Ventas_9525_20260502180217,bot_Ventas_9525,Ventas,2026-05-02,18,2,0.5,2.0,30.0,0.0,4.0
bot_Ventas_9525_20260502184908,bot_Ventas_9525,Ventas,2026-05-02,18,4,48.93,2.0,1069.0,0.0,8.0
bot_Ventas_9525_20260503085610,bot_Ventas_9525,Ventas,2026-05-03,8,2,16.45,2.0,987.0,0.5,4.0
bot_Ventas_9525_20260503095421,bot_Ventas_9525,Ventas,2026-05-03,9,2,1.03,2.0,62.0,0.0,4.0
bot_Ventas_9525_20260503105205,bot_Ventas_9525,Ventas,2026-05-03,10,2,28.85,2.0,0.0,0.5,4.0
bot_Ventas_9525_20260503190116,bot_Ventas_9525,Ventas,2026-05-03,19,6,42.22,2.0,0.0,0.0,12.0
bot_Ventas_9525_20260504080630,bot_Ventas_9525,Ventas,2026-05-04,8,3,26.48,2.0,1589.0,0.0,6.0
bot_Ventas_9525_20260504092029,bot_Ventas_9525,Ventas,2026-05-04,9,2,0.45,2.0,27.0,0.0,4.0
bot_Ventas_9525_20260504102449,bot_Ventas_9525,Ventas,2026-05-04,10,8,93.95,2.0,3573.0,0.5,16.0
bot_Ventas_9525_20260504123254,bot_Ventas_9525,Ventas,2026-05-04,12,5,14.4,2.0,864.0,0.2,10.0
bot_Ventas_9525_20260504133430,bot_Ventas_9525,Ventas,2026-05-04,13,2,0.67,2.0,40.0,0.0,4.0
bot_Ventas_9525_20260504150921,bot_Ventas_9525,Ventas,2026-05-04,15,13,150.5,2.0,1276.0,0.2308,26.0
bot_Ventas_9525_20260504183448,bot_Ventas_9525,Ventas,2026-05-04,18,23,79.58,2.0,360.0,0.087,46.0
bot_Ventas_9525_20260505080504,bot_Ventas_9525,Ventas,2026-05-05,8,6,47.7,2.0,0.0,0.0,12.0
bot_Ventas_9525_20260505101430,bot_Ventas_9525,Ventas,2026-05-05,10,3,9.83,2.0,0.0,0.0,6.0
bot_Ventas_9525_20260505105749,bot_Ventas_9525,Ventas,2026-05-05,10,2,0.53,2.0,32.0,0.0,4.0
bot_Ventas_9525_20260505113006,bot_Ventas_9525,Ventas,2026-05-05,11,11,64.77,2.0,0.0,0.2727,22.0
bot_Ventas_9525_20260505131155,bot_Ventas_9525,Ventas,2026-05-05,13,3,8.43,2.0,506.0,0.3333,6.0
bot_Ventas_9525_20260505140110,bot_Ventas_9525,Ventas,2026-05-05,14,3,0.72,2.0,16.0,0.0,6.0
bot_Ventas_9525_20260505151645,bot_Ventas_9525,Ventas,2026-05-05,15,23,107.3,2.0,2468.0,0.2174,46.0
bot_Ventas_9525_20260505175130,bot_Ventas_9525,Ventas,2026-05-05,17,28,126.17,2.0,0.0,0.1071,56.0
bot_Ventas_9525_20260506084107,bot_Ventas_9525,Ventas,2026-05-06,8,5,22.03,2.0,57.0,0.0,10.0
bot_Ventas_9525_20260506095223,bot_Ventas_9525,Ventas,2026-05-06,9,4,35.17,2.0,2110.0,0.0,8.0
bot_Ventas_9525_20260506111157,bot_Ventas_9525,Ventas,2026-05-06,11,3,17.88,2.0,0.0,0.3333,6.0
bot_Ventas_9525_20260506121407,bot_Ventas_9525,Ventas,2026-05-06,12,6,21.23,2.0,500.0,0.1667,12.0
bot_Ventas_9525_20260506150800,bot_Ventas_9525,Ventas,2026-05-06,15,15,99.5,2.0,769.0,0.2,30.0
bot_Ventas_9525_20260506181020,bot_Ventas_9525,Ventas,2026-05-06,18,18,109.63,2.0,1023.0,0.0,36.0
bot_Ventas_9525_20260507080026,bot_Ventas_9525,Ventas,2026-05-07,8,5,17.23,2.0,167.0,0.2,10.0
bot_Ventas_9525_20260507085741,bot_Ventas_9525,Ventas,2026-05-07,8,3,27.3,2.0,1638.0,0.6667,6.0
bot_Ventas_9525_20260507100127,bot_Ventas_9525,Ventas,2026-05-07,10,15,135.6,2.0,0.0,0.2,30.0
bot_Ventas_9525_20260507150858,bot_Ventas_9525,Ventas,2026-05-07,15,5,21.5,2.0,52.0,0.0,10.0
bot_Ventas_9525_20260507160436,bot_Ventas_9525,Ventas,2026-05-07,16,2,4.2,2.0,252.0,0.0,4.0
bot_Ventas_9525_20260507164005,bot_Ventas_9525,Ventas,2026-05-07,16,27,186.9,2.0,1894.0,0.037,54.0
bot_Ventas_9a82_20260501080019,bot_Ventas_9a82,Ventas,2026-05-01,8,4,22.2,2.0,912.0,0.0,8.0
bot_Ventas_9a82_20260501085456,bot_Ventas_9a82,Ventas,2026-05-01,8,4,24.17,2.0,0.0,0.0,8.0
bot_Ventas_9a82_20260501095910,bot_Ventas_9a82,Ventas,2026-05-01,9,21,173.63,2.0,1763.0,0.0476,42.0
bot_Ventas_9a82_20260501153107,bot_Ventas_9a82,Ventas,2026-05-01,15,8,57.37,2.0,134.0,0.25,16.0
bot_Ventas_9a82_20260501175912,bot_Ventas_9a82,Ventas,2026-05-01,17,9,30.37,2.0,33.0,0.1111,18.0
bot_Ventas_9a82_20260501190059,bot_Ventas_9a82,Ventas,2026-05-01,19,19,51.23,2.0,1173.0,0.1053,38.0
bot_Ventas_9a82_20260502121208,bot_Ventas_9a82,Ventas,2026-05-02,12,4,10.73,2.0,0.0,0.0,8.0
bot_Ventas_9a82_20260502180529,bot_Ventas_9a82,Ventas,2026-05-02,18,3,31.55,2.0,0.0,0.0,6.0
bot_Ventas_9a82_20260502192000,bot_Ventas_9a82,Ventas,2026-05-02,19,10,38.65,2.0,0.0,0.1,20.0
bot_Ventas_9a82_20260503100444,bot_Ventas_9a82,Ventas,2026-05-03,10,4,1.5,2.0,32.0,0.0,8.0
bot_Ventas_9a82_20260503115400,bot_Ventas_9a82,Ventas,2026-05-03,11,7,47.68,2.0,2827.0,0.0,14.0
bot_Ventas_9a82_20260503165134,bot_Ventas_9a82,Ventas,2026-05-03,16,2,0.63,2.0,0.0,0.0,4.0
bot_Ventas_9a82_20260503174114,bot_Ventas_9a82,Ventas,2026-05-03,17,2,0.1,2.0,0.0,0.0,4.0
bot_Ventas_9a82_20260503190000,bot_Ventas_9a82,Ventas,2026-05-03,19,2,20.62,2.0,0.0,0.0,4.0
bot_Ventas_9a82_20260504085304,bot_Ventas_9a82,Ventas,2026-05-04,8,5,43.02,2.0,2581.0,0.4,10.0
bot_Ventas_9a82_20260504102541,bot_Ventas_9a82,Ventas,2026-05-04,10,8,72.35,2.0,0.0,0.25,16.0
bot_Ventas_9a82_20260504122351,bot_Ventas_9a82,Ventas,2026-05-04,12,5,53.27,2.0,2738.0,0.0,10.0
bot_Ventas_9a82_20260504135106,bot_Ventas_9a82,Ventas,2026-05-04,13,3,14.03,2.0,38.0,0.0,6.0
bot_Ventas_9a82_20260504153137,bot_Ventas_9a82,Ventas,2026-05-04,15,2,6.75,2.0,0.0,0.0,4.0
bot_Ventas_9a82_20260504161020,bot_Ventas_9a82,Ventas,2026-05-04,16,3,18.9,2.0,1119.0,0.0,6.0
bot_Ventas_9a82_20260504171029,bot_Ventas_9a82,Ventas,2026-05-04,17,16,89.35,2.0,1767.0,0.125,32.0
bot_Ventas_9a82_20260504191317,bot_Ventas_9a82,Ventas,2026-05-04,19,11,44.92,2.0,0.0,0.1818,22.0
bot_Ventas_9a82_20260505081950,bot_Ventas_9a82,Ventas,2026-05-05,8,4,6.08,2.0,176.0,0.0,8.0
bot_Ventas_9a82_20260505103046,bot_Ventas_9a82,Ventas,2026-05-05,10,2,12.1,2.0,726.0,0.0,4.0
bot_Ventas_9a82_20260505111255,bot_Ventas_9a82,Ventas,2026-05-05,11,11,105.47,2.0,1257.0,0.2727,22.0
bot_Ventas_9a82_20260505132949,bot_Ventas_9a82,Ventas,2026-05-05,13,2,3.88,2.0,233.0,0.0,4.0
bot_Ventas_9a82_20260505142222,bot_Ventas_9a82,Ventas,2026-05-05,14,3,1.0,2.0,60.0,0.0,6.0
bot_Ventas_9a82_20260505152911,bot_Ventas_9a82,Ventas,2026-05-05,15,38,262.87,2.0,2163.0,0.1579,76.0
bot_Ventas_9a82_20260506094614,bot_Ventas_9a82,Ventas,2026-05-06,9,9,86.45,2.0,0.0,0.4444,18.0
bot_Ventas_9a82_20260506114743,bot_Ventas_9a82,Ventas,2026-05-06,11,13,64.57,2.0,0.0,0.2308,26.0
bot_Ventas_9a82_20260506140352,bot_Ventas_9a82,Ventas,2026-05-06,14,5,32.27,2.0,1936.0,0.0,10.0
bot_Ventas_9a82_20260506153041,bot_Ventas_9a82,Ventas,2026-05-06,15,2,19.82,2.0,1189.0,0.0,4.0
bot_Ventas_9a82_20260506163448,bot_Ventas_9a82,Ventas,2026-05-06,16,13,45.18,2.0,0.0,0.0769,26.0
bot_Ventas_9a82_20260506175601,bot_Ventas_9a82,Ventas,2026-05-06,17,15,107.15,2.0,1178.0,0.1333,30.0
bot_Ventas_9a82_20260507080248,bot_Ventas_9a82,Ventas,2026-05-07,8,7,70.9,2.0,1827.0,0.0,14.0
bot_Ventas_9a82_20260507100756,bot_Ventas_9a82,Ventas,2026-05-07,10,29,201.05,2.0,1301.0,0.1379,58.0
bot_Ventas_9a82_20260507142309,bot_Ventas_9a82,Ventas,2026-05-07,14,32,264.08,2.0,0.0,0.0625,64.0
bot_Ventas_9a82_20260507192656,bot_Ventas_9a82,Ventas,2026-05-07,19,12,31.4,2.0,387.0,0.1667,24.0
bot_Ventas_c334_20260501082827,bot_Ventas_c334,Ventas,2026-05-01,8,17,120.72,2.0,0.0,0.0588,34.0
bot_Ventas_c334_20260501115533,bot_Ventas_c334,Ventas,2026-05-01,11,7,65.3,2.0,3853.0,0.4286,14.0
bot_Ventas_c334_20260501133812,bot_Ventas_c334,Ventas,2026-05-01,13,2,0.05,2.0,3.0,0.0,4.0
bot_Ventas_c334_20260501140836,bot_Ventas_c334,Ventas,2026-05-01,14,11,111.43,2.0,0.0,0.0909,22.0
bot_Ventas_c334_20260501164536,bot_Ventas_c334,Ventas,2026-05-01,16,6,57.07,2.0,3424.0,0.0,12.0
bot_Ventas_c334_20260501192227,bot_Ventas_c334,Ventas,2026-05-01,19,7,21.48,2.0,0.0,0.1429,14.0
bot_Ventas_c334_20260502091346,bot_Ventas_c334,Ventas,2026-05-02,9,2,0.33,2.0,0.0,0.0,4.0
bot_Ventas_c334_20260502100132,bot_Ventas_c334,Ventas,2026-05-02,10,7,92.28,2.0,1116.0,0.1429,14.0
bot_Ventas_c334_20260502163631,bot_Ventas_c334,Ventas,2026-05-02,16,2,19.8,2.0,1188.0,0.5,4.0
bot_Ventas_c334_20260502174641,bot_Ventas_c334,Ventas,2026-05-02,17,3,15.83,2.0,0.0,0.0,6.0
bot_Ventas_c334_20260502193407,bot_Ventas_c334,Ventas,2026-05-02,19,3,13.57,2.0,0.0,0.3333,6.0
bot_Ventas_c334_20260503095920,bot_Ventas_c334,Ventas,2026-05-03,9,5,42.02,2.0,1228.0,0.0,10.0
bot_Ventas_c334_20260503120801,bot_Ventas_c334,Ventas,2026-05-03,12,8,22.18,2.0,1331.0,0.0,16.0
bot_Ventas_c334_20260503150625,bot_Ventas_c334,Ventas,2026-05-03,15,3,44.35,2.0,0.0,0.3333,6.0
bot_Ventas_c334_20260503191236,bot_Ventas_c334,Ventas,2026-05-03,19,4,41.22,2.0,0.0,0.25,8.0
bot_Ventas_c334_20260504083113,bot_Ventas_c334,Ventas,2026-05-04,8,2,0.75,2.0,0.0,0.0,4.0
bot_Ventas_c334_20260504101734,bot_Ventas_c334,Ventas,2026-05-04,10,5,49.37,2.0,2962.0,0.2,10.0
bot_Ventas_c334_20260504113737,bot_Ventas_c334,Ventas,2026-05-04,11,12,94.18,2.0,3541.0,0.25,24.0
bot_Ventas_c334_20260504150035,bot_Ventas_c334,Ventas,2026-05-04,15,14,97.33,2.0,1741.0,0.1429,28.0
bot_Ventas_c334_20260504170949,bot_Ventas_c334,Ventas,2026-05-04,17,3,9.02,2.0,233.0,0.0,6.0
bot_Ventas_c334_20260504183840,bot_Ventas_c334,Ventas,2026-05-04,18,23,80.77,2.0,1575.0,0.0,46.0
bot_Ventas_c334_20260505080241,bot_Ventas_c334,Ventas,2026-05-05,8,4,17.88,2.0,1040.0,0.0,8.0
bot_Ventas_c334_20260505085326,bot_Ventas_c334,Ventas,2026-05-05,8,3,5.17,2.0,310.0,0.3333,6.0
bot_Ventas_c334_20260505093746,bot_Ventas_c334,Ventas,2026-05-05,9,2,17.42,2.0,0.0,0.5,4.0
bot_Ventas_c334_20260505113920,bot_Ventas_c334,Ventas,2026-05-05,11,14,79.22,2.0,1834.0,0.2143,28.0
bot_Ventas_c334_20260505140743,bot_Ventas_c334,Ventas,2026-05-05,14,9,82.42,2.0,0.0,0.2222,18.0
bot_Ventas_c334_20260505163010,bot_Ventas_c334,Ventas,2026-05-05,16,18,193.75,2.0,1870.0,0.1111,36.0
bot_Ventas_c334_20260506081522,bot_Ventas_c334,Ventas,2026-05-06,8,5,9.7,2.0,210.0,0.0,10.0
bot_Ventas_c334_20260506090928,bot_Ventas_c334,Ventas,2026-05-06,9,21,213.45,2.0,0.0,0.2381,42.0
bot_Ventas_c334_20260506145028,bot_Ventas_c334,Ventas,2026-05-06,14,21,143.6,2.0,3040.0,0.0476,42.0
bot_Ventas_c334_20260506174629,bot_Ventas_c334,Ventas,2026-05-06,17,26,129.62,2.0,2083.0,0.0769,52.0
bot_Ventas_c334_20260507083049,bot_Ventas_c334,Ventas,2026-05-07,8,3,20.35,2.0,1221.0,0.0,6.0
bot_Ventas_c334_20260507101605,bot_Ventas_c334,Ventas,2026-05-07,10,2,0.93,2.0,56.0,0.0,4.0
bot_Ventas_c334_20260507111838,bot_Ventas_c334,Ventas,2026-05-07,11,8,78.92,2.0,1783.0,0.125,16.0
bot_Ventas_c334_20260507132015,bot_Ventas_c334,Ventas,2026-05-07,13,4,39.98,2.0,580.0,0.0,8.0
bot_Ventas_c334_20260507151010,bot_Ventas_c334,Ventas,2026-05-07,15,20,155.9,2.0,0.0,0.15,40.0
bot_Ventas_c334_20260507183750,bot_Ventas_c334,Ventas,2026-05-07,18,25,78.92,2.0,4128.0,0.08,50.0
syn_Administrador_5b1d_20260508133000,syn_Administrador_5b1d,Administrador,2026-05-08,13,6,4.62,3.0,123.0,0.0,18.0
syn_Administrador_5b1d_20260509100500,syn_Administrador_5b1d,Administrador,2026-05-09,10,8,6.62,2.625,0.0,0.0,21.0
syn_Administrador_5b1d_20260510112000,syn_Administrador_5b1d,Administrador,2026-05-10,11,9,8.22,2.556,226.0,0.0,23.0
syn_Administrador_5b1d_20260511172700,syn_Administrador_5b1d,Administrador,2026-05-11,17,8,9.63,3.0,0.0,0.0,24.0
syn_Administrador_5b1d_20260512100800,syn_Administrador_5b1d,Administrador,2026-05-12,10,4,2.33,2.5,24.0,0.0,10.0
syn_Administrador_5b1d_20260513092800,syn_Administrador_5b1d,Administrador,2026-05-13,9,7,4.77,2.857,0.0,0.0,20.0
syn_Administrador_5b1d_20260514181600,syn_Administrador_5b1d,Administrador,2026-05-14,18,6,6.27,2.833,0.0,0.0,17.0
syn_Administrador_5b1d_20260515071000,syn_Administrador_5b1d,Administrador,2026-05-15,7,6,8.33,2.667,0.0,0.0,16.0
syn_Administrador_5b1d_20260516133400,syn_Administrador_5b1d,Administrador,2026-05-16,13,9,8.28,2.889,0.0,0.0,26.0
syn_Administrador_5b1d_20260517170800,syn_Administrador_5b1d,Administrador,2026-05-17,17,8,8.68,2.25,521.0,0.0,18.0
syn_Administrador_5b1d_20260518163800,syn_Administrador_5b1d,Administrador,2026-05-18,16,8,9.07,2.875,0.0,0.0,23.0
syn_Administrador_5b1d_20260519131800,syn_Administrador_5b1d,Administrador,2026-05-19,13,6,6.27,2.5,218.0,0.0,15.0
syn_Administrador_5b1d_20260520165700,syn_Administrador_5b1d,Administrador,2026-05-20,16,4,2.17,2.5,15.0,0.0,10.0
syn_Administrador_5b1d_20260521133100,syn_Administrador_5b1d,Administrador,2026-05-21,13,6,6.65,2.667,0.0,0.0,16.0
syn_Administrador_5b1d_20260522174000,syn_Administrador_5b1d,Administrador,2026-05-22,17,4,2.77,2.75,166.0,0.0,11.0
syn_Administrador_5b1d_20260523083100,syn_Administrador_5b1d,Administrador,2026-05-23,8,8,7.12,2.25,400.0,0.0,18.0
syn_Administrador_5b1d_20260524145300,syn_Administrador_5b1d,Administrador,2026-05-24,14,7,5.03,2.714,139.0,0.0,19.0
syn_Administrador_5b1d_20260525180100,syn_Administrador_5b1d,Administrador,2026-05-25,18,7,8.35,2.714,0.0,0.0,19.0
syn_Administrador_5b1d_20260526174900,syn_Administrador_5b1d,Administrador,2026-05-26,17,9,9.83,2.667,590.0,0.0,24.0
syn_Administrador_5b1d_20260527144600,syn_Administrador_5b1d,Administrador,2026-05-27,14,7,6.28,2.714,205.0,0.0,19.0
syn_Administrador_5b1d_20260528090200,syn_Administrador_5b1d,Administrador,2026-05-28,9,6,6.83,2.5,205.0,0.0,15.0
