session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_costo_clics,M2_tiempo_top1_s,M3_tasa_error,costo_sesion_total
us_alm_001_20260210150226,us_alm_001,Almacen,2026-02-10,15,94,475.13,3.0,0.0,0.3511,282.0
us_alm_001_20260211150444,us_alm_001,Almacen,2026-02-11,15,53,316.31,3.0,177.8,0.3019,159.0
us_alm_001_20260211205457,us_alm_001,Almacen,2026-02-11,20,23,123.93,3.0,3016.1,0.3913,69.0
us_alm_001_20260212150020,us_alm_001,Almacen,2026-02-12,15,34,208.71,3.0,0.0,0.3529,102.0
us_alm_001_20260212190917,us_alm_001,Almacen,2026-02-12,19,33,170.13,3.0,0.0,0.3333,99.0
us_alm_001_20260212223850,us_alm_001,Almacen,2026-02-12,22,3,20.18,3.0,1210.7,0.0,9.0
us_alm_001_20260213150605,us_alm_001,Almacen,2026-02-13,15,90,469.4,3.0,0.0,0.3556,270.0
us_alm_001_20260214150128,us_alm_001,Almacen,2026-02-14,15,78,476.58,3.0,0.0,0.2821,234.0
us_alm_001_20260215150022,us_alm_001,Almacen,2026-02-15,15,92,468.57,3.0,609.4,0.2717,276.0
us_alm_001_20260216151317,us_alm_001,Almacen,2026-02-16,15,8,68.26,3.0,2542.3,0.375,24.0
us_alm_001_20260216165428,us_alm_001,Almacen,2026-02-16,16,69,348.49,3.0,587.7,0.3043,207.0
us_alm_001_20260217151251,us_alm_001,Almacen,2026-02-17,15,37,221.16,3.0,615.4,0.4054,111.0
us_alm_001_20260217193951,us_alm_001,Almacen,2026-02-17,19,9,71.55,3.0,0.0,0.5556,27.0
us_alm_001_20260217212438,us_alm_001,Almacen,2026-02-17,21,19,92.51,3.0,1046.4,0.3684,57.0
us_alm_001_20260218150606,us_alm_001,Almacen,2026-02-18,15,106,472.09,3.0,0.0,0.3868,318.0
us_alm_001_20260219150435,us_alm_001,Almacen,2026-02-19,15,76,473.33,3.0,225.0,0.3158,228.0
us_alm_001_20260220150550,us_alm_001,Almacen,2026-02-20,15,65,466.7,3.0,0.0,0.3077,195.0
us_alm_001_20260221150005,us_alm_001,Almacen,2026-02-21,15,83,475.24,3.0,0.0,0.2289,249.0
us_alm_001_20260222150746,us_alm_001,Almacen,2026-02-22,15,86,472.05,3.0,0.0,0.3023,258.0
us_alm_001_20260223150758,us_alm_001,Almacen,2026-02-23,15,83,471.96,3.0,0.0,0.3012,249.0
us_alm_001_20260224150000,us_alm_001,Almacen,2026-02-24,15,54,382.19,3.0,382.6,0.2593,162.0
us_alm_001_20260224215512,us_alm_001,Almacen,2026-02-24,21,12,60.54,3.0,1017.3,0.25,36.0
us_alm_001_20260225150419,us_alm_001,Almacen,2026-02-25,15,69,470.95,3.0,0.0,0.2609,207.0
us_alm_001_20260226150514,us_alm_001,Almacen,2026-02-26,15,96,473.74,3.0,0.0,0.2708,288.0
us_alm_001_20260227150633,us_alm_001,Almacen,2026-02-27,15,75,467.14,3.0,455.5,0.2267,225.0
us_alm_001_20260228150034,us_alm_001,Almacen,2026-02-28,15,103,471.17,3.0,205.1,0.2718,309.0
us_alm_001_20260301150301,us_alm_001,Almacen,2026-03-01,15,3,25.11,3.0,0.0,0.6667,9.0
us_alm_001_20260301155842,us_alm_001,Almacen,2026-03-01,15,66,404.22,3.0,852.0,0.3788,198.0
us_alm_001_20260302150428,us_alm_001,Almacen,2026-03-02,15,88,469.33,3.0,984.0,0.2955,264.0
us_alm_001_20260303151317,us_alm_001,Almacen,2026-03-03,15,6,11.7,3.0,259.4,0.1667,18.0
us_alm_001_20260303155953,us_alm_001,Almacen,2026-03-03,15,75,417.28,3.0,728.0,0.36,225.0
us_alm_001_20260304150937,us_alm_001,Almacen,2026-03-04,15,76,466.71,3.0,3946.3,0.25,228.0
us_alm_001_20260305150108,us_alm_001,Almacen,2026-03-05,15,19,100.99,3.0,1378.2,0.0526,57.0
us_alm_001_20260305171332,us_alm_001,Almacen,2026-03-05,17,69,340.76,3.0,0.0,0.2319,207.0
us_alm_001_20260306150341,us_alm_001,Almacen,2026-03-06,15,79,476.14,3.0,0.0,0.2658,237.0
us_alm_001_20260307150454,us_alm_001,Almacen,2026-03-07,15,77,475.04,3.0,0.0,0.3636,231.0
us_alm_001_20260308150053,us_alm_001,Almacen,2026-03-08,15,14,71.12,3.0,1491.9,0.2857,42.0
us_alm_001_20260308164715,us_alm_001,Almacen,2026-03-08,16,74,372.57,3.0,0.0,0.3108,222.0
us_alm_001_20260309150036,us_alm_001,Almacen,2026-03-09,15,75,465.58,3.0,508.2,0.3067,225.0
us_alm_001_20260310150750,us_alm_001,Almacen,2026-03-10,15,4,25.69,3.0,1541.2,0.25,12.0
us_alm_001_20260310160631,us_alm_001,Almacen,2026-03-10,16,74,326.99,3.0,0.0,0.3784,222.0
us_alm_001_20260310221003,us_alm_001,Almacen,2026-03-10,22,8,48.34,3.0,159.0,0.125,24.0
us_alm_001_20260311150003,us_alm_001,Almacen,2026-03-11,15,58,299.49,3.0,0.0,0.3276,174.0
us_alm_001_20260311203217,us_alm_001,Almacen,2026-03-11,20,29,145.64,3.0,204.2,0.3793,87.0
us_alm_001_20260312151531,us_alm_001,Almacen,2026-03-12,15,39,233.9,3.0,60.5,0.2308,117.0
us_alm_001_20260312194618,us_alm_001,Almacen,2026-03-12,19,32,176.2,3.0,737.3,0.1875,96.0
us_alm_001_20260313150026,us_alm_001,Almacen,2026-03-13,15,94,475.85,3.0,212.1,0.2979,282.0
us_alm_001_20260314150026,us_alm_001,Almacen,2026-03-14,15,88,477.35,3.0,186.3,0.3636,264.0
us_alm_001_20260315150711,us_alm_001,Almacen,2026-03-15,15,79,469.63,3.0,0.0,0.2278,237.0
us_alm_001_20260316150306,us_alm_001,Almacen,2026-03-16,15,77,392.21,3.0,0.0,0.3896,231.0
us_alm_001_20260316220553,us_alm_001,Almacen,2026-03-16,22,12,53.31,3.0,1037.5,0.25,36.0
us_alm_001_20260317150046,us_alm_001,Almacen,2026-03-17,15,81,465.0,3.0,2128.9,0.2469,243.0
us_alm_001_20260318151302,us_alm_001,Almacen,2026-03-18,15,78,466.76,3.0,1429.0,0.3462,234.0
us_alm_001_20260319150208,us_alm_001,Almacen,2026-03-19,15,21,107.82,3.0,0.0,0.2857,63.0
us_alm_001_20260319172907,us_alm_001,Almacen,2026-03-19,17,47,328.38,3.0,922.8,0.1489,141.0
us_alm_001_20260320150215,us_alm_001,Almacen,2026-03-20,15,38,225.42,3.0,3423.6,0.3947,114.0
us_alm_001_20260320191846,us_alm_001,Almacen,2026-03-20,19,11,88.52,3.0,0.0,0.3636,33.0
us_alm_001_20260320211841,us_alm_001,Almacen,2026-03-20,21,19,95.04,3.0,0.0,0.2632,57.0
us_alm_001_20260321150651,us_alm_001,Almacen,2026-03-21,15,20,142.38,3.0,513.4,0.35,60.0
us_alm_001_20260321180550,us_alm_001,Almacen,2026-03-21,18,57,287.43,3.0,1183.7,0.3333,171.0
us_alm_001_20260322150038,us_alm_001,Almacen,2026-03-22,15,75,478.56,3.0,522.8,0.3067,225.0
us_alm_001_20260323150012,us_alm_001,Almacen,2026-03-23,15,45,234.77,3.0,2274.6,0.3111,135.0
us_alm_001_20260323192522,us_alm_001,Almacen,2026-03-23,19,34,211.05,3.0,611.6,0.4118,102.0
us_alm_001_20260324150004,us_alm_001,Almacen,2026-03-24,15,75,474.14,3.0,0.0,0.2667,225.0
us_alm_001_20260325150415,us_alm_001,Almacen,2026-03-25,15,46,262.53,3.0,85.3,0.4565,138.0
us_alm_001_20260325200103,us_alm_001,Almacen,2026-03-25,20,21,77.31,3.0,0.0,0.4762,63.0
us_alm_001_20260325215646,us_alm_001,Almacen,2026-03-25,21,15,62.31,3.0,0.0,0.2,45.0
us_alm_001_20260326150113,us_alm_001,Almacen,2026-03-26,15,50,310.19,3.0,0.0,0.3,150.0
us_alm_001_20260326204438,us_alm_001,Almacen,2026-03-26,20,23,133.03,3.0,0.0,0.2174,69.0
us_alm_001_20260327150407,us_alm_001,Almacen,2026-03-27,15,6,46.57,3.0,830.0,0.1667,18.0
us_alm_001_20260327162130,us_alm_001,Almacen,2026-03-27,16,80,391.06,3.0,1926.5,0.3375,240.0
us_alm_001_20260328151050,us_alm_001,Almacen,2026-03-28,15,83,459.32,3.0,1625.7,0.2289,249.0
us_alm_001_20260329151139,us_alm_001,Almacen,2026-03-29,15,80,468.07,3.0,1774.7,0.3375,240.0
us_alm_001_20260330150219,us_alm_001,Almacen,2026-03-30,15,34,210.12,3.0,156.2,0.2647,102.0
us_alm_001_20260330190856,us_alm_001,Almacen,2026-03-30,19,47,227.07,3.0,2438.0,0.383,141.0
us_alm_001_20260331153434,us_alm_001,Almacen,2026-03-31,15,79,442.21,3.0,0.0,0.3544,237.0
us_alm_001_20260401150034,us_alm_001,Almacen,2026-04-01,15,84,478.01,3.0,1917.8,0.4048,252.0
us_alm_002_20260101203131,us_alm_002,Almacen,2026-01-01,20,70,232.86,3.0,0.0,0.2286,210.0
us_alm_002_20260102010035,us_alm_002,Almacen,2026-01-02,1,34,143.16,3.0,480.7,0.1765,102.0
us_alm_002_20260102043928,us_alm_002,Almacen,2026-01-02,4,6,17.93,3.0,1075.6,0.3333,18.0
us_alm_002_20260102202538,us_alm_002,Almacen,2026-01-02,20,89,296.8,3.0,85.5,0.2697,267.0
us_alm_002_20260103015721,us_alm_002,Almacen,2026-01-03,1,55,168.11,3.0,0.0,0.2,165.0
us_alm_002_20260103200413,us_alm_002,Almacen,2026-01-03,20,11,32.2,3.0,4.1,0.0,33.0
us_alm_002_20260103211242,us_alm_002,Almacen,2026-01-03,21,103,389.28,3.0,0.0,0.2233,309.0
us_alm_002_20260104043008,us_alm_002,Almacen,2026-01-04,4,3,0.28,3.0,0.0,0.6667,9.0
us_alm_002_20260104200015,us_alm_002,Almacen,2026-01-04,20,77,270.27,3.0,0.0,0.2857,231.0
us_alm_002_20260105010555,us_alm_002,Almacen,2026-01-05,1,64,225.27,3.0,985.3,0.1719,192.0
us_alm_002_20260105201730,us_alm_002,Almacen,2026-01-05,20,27,85.16,3.0,0.0,0.2963,81.0
us_alm_002_20260105221551,us_alm_002,Almacen,2026-01-05,22,29,89.53,3.0,885.4,0.2069,87.0
us_alm_002_20260106010205,us_alm_002,Almacen,2026-01-06,1,6,4.2,3.0,0.0,0.3333,18.0
us_alm_002_20260106014254,us_alm_002,Almacen,2026-01-06,1,72,186.89,3.0,1119.8,0.2639,216.0
us_alm_002_20260106200954,us_alm_002,Almacen,2026-01-06,20,74,236.47,3.0,0.0,0.2297,222.0
us_alm_002_20260107003746,us_alm_002,Almacen,2026-01-07,0,2,1.74,3.0,104.5,0.0,6.0
us_alm_002_20260107012042,us_alm_002,Almacen,2026-01-07,1,31,97.89,3.0,0.0,0.1935,93.0
us_alm_002_20260107032900,us_alm_002,Almacen,2026-01-07,3,16,74.09,3.0,3.1,0.1875,48.0
us_alm_002_20260107201715,us_alm_002,Almacen,2026-01-07,20,127,504.5,3.0,0.0,0.2126,381.0
us_alm_002_20260108200517,us_alm_002,Almacen,2026-01-08,20,85,299.89,3.0,329.0,0.1882,255.0
us_alm_002_20260109014415,us_alm_002,Almacen,2026-01-09,1,54,190.39,3.0,0.0,0.3148,162.0
us_alm_002_20260109200948,us_alm_002,Almacen,2026-01-09,20,31,66.97,3.0,3.6,0.2258,93.0
us_alm_002_20260109214829,us_alm_002,Almacen,2026-01-09,21,14,94.23,3.0,0.0,0.2143,42.0
us_alm_002_20260110000454,us_alm_002,Almacen,2026-01-10,0,69,292.39,3.0,10.0,0.2174,207.0
us_alm_002_20260110200148,us_alm_002,Almacen,2026-01-10,20,23,62.95,3.0,751.5,0.2174,69.0
us_alm_002_20260110214651,us_alm_002,Almacen,2026-01-10,21,29,111.58,3.0,4.8,0.2759,87.0
us_alm_002_20260111001407,us_alm_002,Almacen,2026-01-11,0,85,277.06,3.0,572.8,0.2,255.0
us_alm_002_20260111200816,us_alm_002,Almacen,2026-01-11,20,43,123.55,3.0,942.8,0.1628,129.0
us_alm_002_20260111230314,us_alm_002,Almacen,2026-01-11,23,25,36.94,3.0,639.4,0.2,75.0
us_alm_002_20260112001404,us_alm_002,Almacen,2026-01-12,0,36,110.71,3.0,585.3,0.2778,108.0
us_alm_002_20260112025023,us_alm_002,Almacen,2026-01-12,2,51,129.57,3.0,0.0,0.2157,153.0
us_alm_002_20260112201355,us_alm_002,Almacen,2026-01-12,20,120,364.43,3.0,0.0,0.2167,360.0
us_alm_002_20260113025139,us_alm_002,Almacen,2026-01-13,2,29,120.15,3.0,447.4,0.3448,87.0
us_alm_002_20260113200228,us_alm_002,Almacen,2026-01-13,20,41,209.0,3.0,0.0,0.1707,123.0
us_alm_002_20260114001111,us_alm_002,Almacen,2026-01-14,0,59,211.69,3.0,0.0,0.2373,177.0
us_alm_002_20260114043520,us_alm_002,Almacen,2026-01-14,4,4,14.8,3.0,888.0,0.0,12.0
us_alm_002_20260114202835,us_alm_002,Almacen,2026-01-14,20,4,0.2,3.0,0.0,0.0,12.0
us_alm_002_20260114210141,us_alm_002,Almacen,2026-01-14,21,25,96.92,3.0,2352.8,0.28,75.0
us_alm_002_20260114231624,us_alm_002,Almacen,2026-01-14,23,25,79.44,3.0,3.1,0.28,75.0
us_alm_002_20260115010659,us_alm_002,Almacen,2026-01-15,1,8,11.09,3.0,490.8,0.125,24.0
us_alm_002_20260115022644,us_alm_002,Almacen,2026-01-15,2,6,26.25,3.0,9.6,0.0,18.0
us_alm_002_20260115032626,us_alm_002,Almacen,2026-01-15,3,32,86.39,3.0,0.0,0.2188,96.0
us_alm_002_20260115200132,us_alm_002,Almacen,2026-01-15,20,23,64.39,3.0,0.0,0.1739,69.0
us_alm_002_20260115214550,us_alm_002,Almacen,2026-01-15,21,134,430.8,3.0,1071.6,0.194,402.0
us_alm_002_20260116200202,us_alm_002,Almacen,2026-01-16,20,30,124.47,3.0,49.2,0.2333,90.0
us_alm_002_20260116224537,us_alm_002,Almacen,2026-01-16,22,68,243.44,3.0,213.9,0.2941,204.0
us_alm_002_20260117032853,us_alm_002,Almacen,2026-01-17,3,29,82.46,3.0,0.0,0.2069,87.0
us_alm_002_20260117200130,us_alm_002,Almacen,2026-01-17,20,43,199.11,3.0,0.0,0.2791,129.0
us_alm_002_20260118000247,us_alm_002,Almacen,2026-01-18,0,13,40.24,3.0,795.9,0.1538,39.0
us_alm_002_20260118011646,us_alm_002,Almacen,2026-01-18,1,23,39.27,3.0,648.1,0.2174,69.0
us_alm_002_20260118024251,us_alm_002,Almacen,2026-01-18,2,39,115.6,3.0,0.0,0.359,117.0
us_alm_002_20260118200532,us_alm_002,Almacen,2026-01-18,20,78,337.35,3.0,31.9,0.2564,234.0
us_alm_002_20260119021317,us_alm_002,Almacen,2026-01-19,2,43,163.55,3.0,765.8,0.2791,129.0
us_alm_002_20260119200848,us_alm_002,Almacen,2026-01-19,20,24,53.74,3.0,0.0,0.3333,72.0
us_alm_002_20260119213237,us_alm_002,Almacen,2026-01-19,21,18,67.18,3.0,569.1,0.1667,54.0
us_alm_002_20260119231146,us_alm_002,Almacen,2026-01-19,23,8,9.51,3.0,8.0,0.125,24.0
us_alm_002_20260119235744,us_alm_002,Almacen,2026-01-19,23,4,4.87,3.0,292.1,0.0,12.0
us_alm_002_20260120003527,us_alm_002,Almacen,2026-01-20,0,66,205.49,3.0,372.4,0.197,198.0
us_alm_002_20260120043519,us_alm_002,Almacen,2026-01-20,4,3,1.35,3.0,81.0,0.0,9.0
us_alm_002_20260120201320,us_alm_002,Almacen,2026-01-20,20,31,92.56,3.0,0.0,0.129,93.0
us_alm_002_20260120221843,us_alm_002,Almacen,2026-01-20,22,36,119.76,3.0,972.4,0.2222,108.0
us_alm_002_20260121005117,us_alm_002,Almacen,2026-01-21,0,35,115.38,3.0,0.0,0.2571,105.0
us_alm_002_20260121032423,us_alm_002,Almacen,2026-01-21,3,34,90.11,3.0,0.0,0.4118,102.0
us_alm_002_20260121201051,us_alm_002,Almacen,2026-01-21,20,27,57.86,3.0,0.0,0.1481,81.0
us_alm_002_20260121214123,us_alm_002,Almacen,2026-01-21,21,11,24.53,3.0,0.0,0.0909,33.0
us_alm_002_20260121223612,us_alm_002,Almacen,2026-01-21,22,80,275.15,3.0,0.0,0.225,240.0
us_alm_002_20260122043015,us_alm_002,Almacen,2026-01-22,4,11,18.05,3.0,8.1,0.0909,33.0
us_alm_002_20260122201509,us_alm_002,Almacen,2026-01-22,20,90,372.13,3.0,0.0,0.2333,270.0
us_alm_002_20260123025943,us_alm_002,Almacen,2026-01-23,2,38,112.97,3.0,435.5,0.1842,114.0
us_alm_002_20260123200324,us_alm_002,Almacen,2026-01-23,20,8,8.36,3.0,492.7,0.375,24.0
us_alm_002_20260123205110,us_alm_002,Almacen,2026-01-23,20,76,201.14,3.0,613.9,0.3289,228.0
us_alm_002_20260124004947,us_alm_002,Almacen,2026-01-24,0,7,19.85,3.0,447.2,0.2857,21.0
us_alm_002_20260124014330,us_alm_002,Almacen,2026-01-24,1,16,43.01,3.0,1770.9,0.1875,48.0
us_alm_002_20260124030202,us_alm_002,Almacen,2026-01-24,3,12,35.4,3.0,0.0,0.0833,36.0
us_alm_002_20260124040839,us_alm_002,Almacen,2026-01-24,4,8,51.18,3.0,0.0,0.125,24.0
us_alm_002_20260124200433,us_alm_002,Almacen,2026-01-24,20,37,96.29,3.0,3.5,0.2162,111.0
us_alm_002_20260124221303,us_alm_002,Almacen,2026-01-24,22,13,33.25,3.0,0.0,0.3077,39.0
us_alm_002_20260124232641,us_alm_002,Almacen,2026-01-24,23,59,272.79,3.0,311.0,0.2203,177.0
us_alm_002_20260125043150,us_alm_002,Almacen,2026-01-25,4,3,13.0,3.0,780.0,0.0,9.0
us_alm_002_20260125210710,us_alm_002,Almacen,2026-01-25,21,37,142.87,3.0,4.1,0.2973,111.0
us_alm_002_20260126000925,us_alm_002,Almacen,2026-01-26,0,78,246.36,3.0,728.0,0.3077,234.0
us_alm_002_20260126200008,us_alm_002,Almacen,2026-01-26,20,4,0.26,3.0,0.0,0.25,12.0
us_alm_002_20260126203218,us_alm_002,Almacen,2026-01-26,20,24,55.41,3.0,0.0,0.2083,72.0
us_alm_002_20260126220408,us_alm_002,Almacen,2026-01-26,22,15,44.16,3.0,0.0,0.0667,45.0
us_alm_002_20260126232347,us_alm_002,Almacen,2026-01-26,23,44,133.89,3.0,5.1,0.1591,132.0
us_alm_002_20260127023346,us_alm_002,Almacen,2026-01-27,2,23,134.68,3.0,16.3,0.2174,69.0
us_alm_002_20260127200846,us_alm_002,Almacen,2026-01-27,20,45,158.62,3.0,0.0,0.2667,135.0
us_alm_002_20260127232730,us_alm_002,Almacen,2026-01-27,23,13,73.01,3.0,0.0,0.3077,39.0
us_alm_002_20260128011413,us_alm_002,Almacen,2026-01-28,1,64,225.41,3.0,1070.5,0.2344,192.0
us_alm_002_20260128200546,us_alm_002,Almacen,2026-01-28,20,66,283.35,3.0,0.0,0.2424,198.0
us_alm_002_20260129012051,us_alm_002,Almacen,2026-01-29,1,27,87.46,3.0,0.0,0.2222,81.0
us_alm_002_20260129032058,us_alm_002,Almacen,2026-01-29,3,36,97.31,3.0,0.0,0.25,108.0
us_alm_002_20260129200827,us_alm_002,Almacen,2026-01-29,20,39,134.47,3.0,1511.8,0.2308,117.0
us_alm_002_20260129230224,us_alm_002,Almacen,2026-01-29,23,5,28.84,3.0,9.9,0.0,15.0
us_alm_002_20260130001000,us_alm_002,Almacen,2026-01-30,0,41,136.82,3.0,79.1,0.2439,123.0
us_alm_002_20260130025705,us_alm_002,Almacen,2026-01-30,2,30,113.85,3.0,799.9,0.2333,90.0
us_alm_002_20260130200829,us_alm_002,Almacen,2026-01-30,20,56,246.25,3.0,0.0,0.2321,168.0
us_alm_002_20260131005220,us_alm_002,Almacen,2026-01-31,0,39,155.5,3.0,0.0,0.2051,117.0
us_alm_002_20260131040050,us_alm_002,Almacen,2026-01-31,4,7,56.3,3.0,0.0,0.2857,21.0
us_alm_002_20260131201358,us_alm_002,Almacen,2026-01-31,20,65,256.13,3.0,0.0,0.2308,195.0
us_alm_002_20260201010153,us_alm_002,Almacen,2026-02-01,1,34,131.98,3.0,5.9,0.2353,102.0
us_alm_002_20260201034615,us_alm_002,Almacen,2026-02-01,3,12,50.02,3.0,5.1,0.0833,36.0
us_alm_002_20260201203218,us_alm_002,Almacen,2026-02-01,20,62,163.44,3.0,89.9,0.3387,186.0
us_alm_002_20260201235915,us_alm_002,Almacen,2026-02-01,23,54,169.62,3.0,0.0,0.2593,162.0
us_alm_002_20260202031857,us_alm_002,Almacen,2026-02-02,3,15,24.01,3.0,0.0,0.2,45.0
us_alm_002_20260202043059,us_alm_002,Almacen,2026-02-02,4,15,24.71,3.0,0.0,0.2667,45.0
us_alm_002_20260202203628,us_alm_002,Almacen,2026-02-02,20,15,33.43,3.0,0.0,0.2,45.0
us_alm_002_20260202214209,us_alm_002,Almacen,2026-02-02,21,25,63.32,3.0,833.1,0.32,75.0
us_alm_002_20260202232118,us_alm_002,Almacen,2026-02-02,23,3,0.15,3.0,3.4,0.0,9.0
us_alm_002_20260202235310,us_alm_002,Almacen,2026-02-02,23,88,285.74,3.0,828.8,0.1932,264.0
us_alm_002_20260203202654,us_alm_002,Almacen,2026-02-03,20,70,326.03,3.0,0.0,0.3286,210.0
us_alm_002_20260204023142,us_alm_002,Almacen,2026-02-04,2,32,124.19,3.0,3.0,0.1875,96.0
us_alm_002_20260204204334,us_alm_002,Almacen,2026-02-04,20,39,108.2,3.0,1149.2,0.2564,117.0
us_alm_002_20260204231717,us_alm_002,Almacen,2026-02-04,23,52,245.19,3.0,0.0,0.2308,156.0
us_alm_002_20260205040710,us_alm_002,Almacen,2026-02-05,4,21,44.75,3.0,0.0,0.4762,63.0
us_alm_002_20260205200306,us_alm_002,Almacen,2026-02-05,20,10,20.76,3.0,410.8,0.1,30.0
us_alm_002_20260205210324,us_alm_002,Almacen,2026-02-05,21,60,169.5,3.0,0.0,0.1333,180.0
us_alm_002_20260206002540,us_alm_002,Almacen,2026-02-06,0,71,262.69,3.0,0.0,0.2676,213.0
us_alm_002_20260206201637,us_alm_002,Almacen,2026-02-06,20,50,243.72,3.0,6.8,0.14,150.0
us_alm_002_20260207005551,us_alm_002,Almacen,2026-02-07,0,45,175.79,3.0,1771.1,0.2667,135.0
us_alm_002_20260207042446,us_alm_002,Almacen,2026-02-07,4,12,30.06,3.0,0.0,0.1667,36.0
us_alm_002_20260207200125,us_alm_002,Almacen,2026-02-07,20,80,255.95,3.0,287.4,0.175,240.0
us_alm_002_20260208011430,us_alm_002,Almacen,2026-02-08,1,54,225.03,3.0,312.1,0.2037,162.0
us_alm_002_20260208200058,us_alm_002,Almacen,2026-02-08,20,13,30.59,3.0,1104.6,0.1538,39.0
us_alm_002_20260208210700,us_alm_002,Almacen,2026-02-08,21,38,183.65,3.0,703.7,0.2368,114.0
us_alm_002_20260209004444,us_alm_002,Almacen,2026-02-09,0,45,136.91,3.0,324.1,0.2889,135.0
us_alm_002_20260209034042,us_alm_002,Almacen,2026-02-09,3,7,7.0,3.0,9.5,0.1429,21.0
us_alm_002_20260209042601,us_alm_002,Almacen,2026-02-09,4,8,32.7,3.0,8.6,0.375,24.0
us_alm_002_20260209202714,us_alm_002,Almacen,2026-02-09,20,72,230.77,3.0,0.0,0.2778,216.0
us_alm_002_20260210020038,us_alm_002,Almacen,2026-02-10,2,39,176.33,3.0,13.1,0.2308,117.0
us_alm_002_20260210202152,us_alm_002,Almacen,2026-02-10,20,117,261.33,3.0,433.2,0.2564,351.0
us_alm_002_20260211012124,us_alm_002,Almacen,2026-02-11,1,54,211.77,3.0,10.1,0.2778,162.0
us_alm_002_20260211200025,us_alm_002,Almacen,2026-02-11,20,14,56.37,3.0,205.0,0.2143,42.0
us_alm_002_20260211213100,us_alm_002,Almacen,2026-02-11,21,3,19.51,3.0,3.3,0.0,9.0
us_alm_002_20260211222728,us_alm_002,Almacen,2026-02-11,22,2,0.11,3.0,0.0,0.0,6.0
us_alm_002_20260211230320,us_alm_002,Almacen,2026-02-11,23,13,34.54,3.0,0.0,0.2308,39.0
us_alm_002_20260212001517,us_alm_002,Almacen,2026-02-12,0,37,158.46,3.0,259.1,0.1892,111.0
us_alm_002_20260212033858,us_alm_002,Almacen,2026-02-12,3,25,67.18,3.0,0.0,0.12,75.0
us_alm_002_20260212201135,us_alm_002,Almacen,2026-02-12,20,14,24.68,3.0,12.2,0.1429,42.0
us_alm_002_20260212210703,us_alm_002,Almacen,2026-02-12,21,102,364.85,3.0,3.0,0.2647,306.0
us_alm_002_20260213042412,us_alm_002,Almacen,2026-02-13,4,23,33.25,3.0,4.6,0.2174,69.0
us_alm_002_20260213202754,us_alm_002,Almacen,2026-02-13,20,56,127.47,3.0,3.4,0.3036,168.0
us_alm_002_20260213233205,us_alm_002,Almacen,2026-02-13,23,73,269.73,3.0,0.0,0.2603,219.0
us_alm_002_20260214045510,us_alm_002,Almacen,2026-02-14,4,4,0.24,3.0,0.0,0.25,12.0
us_alm_002_20260214200110,us_alm_002,Almacen,2026-02-14,20,18,51.56,3.0,0.0,0.1667,54.0
us_alm_002_20260214212254,us_alm_002,Almacen,2026-02-14,21,68,161.46,3.0,9.7,0.1912,204.0
us_alm_002_20260215004656,us_alm_002,Almacen,2026-02-15,0,58,206.27,3.0,450.6,0.2586,174.0
us_alm_002_20260215045451,us_alm_002,Almacen,2026-02-15,4,2,0.05,3.0,3.2,0.0,6.0
us_alm_002_20260215200856,us_alm_002,Almacen,2026-02-15,20,9,36.53,3.0,6.1,0.2222,27.0
us_alm_002_20260215213903,us_alm_002,Almacen,2026-02-15,21,9,29.13,3.0,1278.0,0.3333,27.0
us_alm_002_20260215224239,us_alm_002,Almacen,2026-02-15,22,26,64.48,3.0,0.0,0.2692,78.0
us_alm_002_20260216002020,us_alm_002,Almacen,2026-02-16,0,24,132.79,3.0,1276.1,0.3333,72.0
us_alm_002_20260216031727,us_alm_002,Almacen,2026-02-16,3,11,20.77,3.0,7.3,0.1818,33.0
us_alm_002_20260216041654,us_alm_002,Almacen,2026-02-16,4,5,6.33,3.0,380.0,0.2,15.0
us_alm_002_20260216201250,us_alm_002,Almacen,2026-02-16,20,2,0.1,3.0,6.2,0.5,6.0
us_alm_002_20260216204458,us_alm_002,Almacen,2026-02-16,20,77,291.15,3.0,0.0,0.2597,231.0
us_alm_002_20260217022526,us_alm_002,Almacen,2026-02-17,2,14,34.72,3.0,130.9,0.1429,42.0
us_alm_002_20260217033530,us_alm_002,Almacen,2026-02-17,3,24,43.41,3.0,8.4,0.25,72.0
us_alm_002_20260217045417,us_alm_002,Almacen,2026-02-17,4,9,3.76,3.0,0.0,0.2222,27.0
us_alm_002_20260217200641,us_alm_002,Almacen,2026-02-17,20,8,29.31,3.0,484.0,0.125,24.0
us_alm_002_20260217213532,us_alm_002,Almacen,2026-02-17,21,38,118.13,3.0,8.2,0.2368,114.0
us_alm_002_20260218000414,us_alm_002,Almacen,2026-02-18,0,23,40.59,3.0,411.2,0.3478,69.0
us_alm_002_20260218013005,us_alm_002,Almacen,2026-02-18,1,10,47.69,3.0,0.0,0.2,30.0
us_alm_002_20260218031529,us_alm_002,Almacen,2026-02-18,3,19,102.26,3.0,0.0,0.1053,57.0
us_alm_002_20260218202757,us_alm_002,Almacen,2026-02-18,20,44,144.92,3.0,1012.4,0.2727,132.0
us_alm_002_20260218232302,us_alm_002,Almacen,2026-02-18,23,85,316.42,3.0,79.8,0.1765,255.0
us_alm_002_20260219201139,us_alm_002,Almacen,2026-02-19,20,89,293.88,3.0,4.1,0.2022,267.0
