user_id,role,menu_item_id,tipo,titulo,orden_final,score
syn_Administrador_5b1d,Administrador,56,ITEM,Notas de crédito,5,0.0001
syn_Administrador_5b1d,Administrador,53,ITEM,Notas de venta,6,0.0
syn_Administrador_5b1d,Administrador,591,ITEM,Gestión de Beneficios,7,0.0
syn_Administrador_5b1d,Administrador,592,ITEM,Convenios,8,0.0001
syn_Administrador_5b1d,Administrador,55,ITEM,Anular comprobante,9,0.0
syn_Administrador_5b1d,Administrador,57,ITEM,Clientes,10,0.0
syn_Administrador_5b1d,Administrador,2,GRUPO,Procesos,7,0.0003
syn_Administrador_5b1d,Administrador,26,ITEM,Transferencias,1,0.0001
syn_Administrador_5b1d,Administrador,21,ITEM,Ingresos y salidas,2,0.0002
syn_Administrador_5b1d,Administrador,22,ITEM,Atributos Diversos,3,0.0
syn_Administrador_5b1d,Administrador,23,ITEM,Reimprimir comprobantes,4,0.0
syn_Administrador_5b1d,Administrador,24,ITEM,Detalle de documentos,5,0.0
syn_Administrador_5b1d,Administrador,25,ITEM,Documento por paciente,6,0.0
syn_Administrador_5b1d,Administrador,27,ITEM,Solicitudes de Anulación,7,0.0
syn_Administrador_5b1d,Administrador,6,GRUPO,Facturación,8,0.0001
syn_Administrador_5b1d,Administrador,61,ITEM,Comprobantes electrónicos,1,0.0001
syn_Administrador_5b1d,Administrador,62,ITEM,Resumen de boletas,2,0.0
syn_Administrador_5b1d,Administrador,63,ITEM,Resumen de bajas,3,0.0
syn_Administrador_5b1d,Administrador,9,GRUPO,Documentos,9,0.0
syn_Administrador_5b1d,Administrador,94,ITEM,Formatos de Impresión,1,0.0
syn_Administrador_5b1d,Administrador,93,ITEM,Puntos de Emisión,2,0.0
syn_Administrador_5b1d,Administrador,91,ITEM,Plantillas,3,0.0
syn_Administrador_5b1d,Administrador,92,ITEM,Bloques de plantillas,4,0.0
syn_Administrador_9a0c,Administrador,1,GRUPO,Configuración,1,3.4258
syn_Administrador_9a0c,Administrador,111,ITEM,Gestión de Usuarios,1,0.9285
syn_Administrador_9a0c,Administrador,112,ITEM,Roles de Usuario,2,0.6815
syn_Administrador_9a0c,Administrador,113,ITEM,Catálogo de Permisos,3,0.7169
syn_Administrador_9a0c,Administrador,114,ITEM,Administración avanzada,4,0.4714
syn_Administrador_9a0c,Administrador,12,ITEM,Puntos de Venta,5,0.2627
syn_Administrador_9a0c,Administrador,15,ITEM,Sucursales,6,0.161
syn_Administrador_9a0c,Administrador,16,ITEM,Catálogo,7,0.0737
syn_Administrador_9a0c,Administrador,17,ITEM,Atributos Catalogo,8,0.0547
syn_Administrador_9a0c,Administrador,14,ITEM,Datos Clinicas,9,0.0754
syn_Administrador_9a0c,Administrador,115,ITEM,Cambio de Clave,10,0.0
syn_Administrador_9a0c,Administrador,13,ITEM,Atributos Puntos,11,0.0
syn_Administrador_9a0c,Administrador,18,ITEM,Utilitarios XNO,12,0.0
syn_Administrador_9a0c,Administrador,7,GRUPO,Caja,2,0.0818
syn_Administrador_9a0c,Administrador,74,ITEM,Medio Pago,1,0.0814
syn_Administrador_9a0c,Administrador,73,ITEM,Caja General,2,0.0001
syn_Administrador_9a0c,Administrador,71,ITEM,Arqueo Caja,3,0.0001
syn_Administrador_9a0c,Administrador,75,ITEM,Diferencia de costos,4,0.0
syn_Administrador_9a0c,Administrador,76,ITEM,Gestión de cuentas,5,0.0
syn_Administrador_9a0c,Administrador,72,ITEM,Caja Chica,6,0.0001
syn_Administrador_9a0c,Administrador,3,GRUPO,Reportes,3,0.0624
syn_Administrador_9a0c,Administrador,33,ITEM,Reporte de ventas,1,0.0565
syn_Administrador_9a0c,Administrador,32,ITEM,Reporte de compras,2,0.0003
syn_Administrador_9a0c,Administrador,34,ITEM,Reporte de cajas,3,0.0001
syn_Administrador_9a0c,Administrador,36,ITEM,Stock valorizado,4,0.0
syn_Administrador_9a0c,Administrador,35,ITEM,Kardex,5,0.0
syn_Administrador_9a0c,Administrador,31,ITEM,Correlatividad,6,0.0054
syn_Administrador_9a0c,Administrador,37,ITEM,Reporte descuento,7,0.0
syn_Administrador_9a0c,Administrador,38,ITEM,Reporte anulados,8,0.0
syn_Administrador_9a0c,Administrador,39,ITEM,Reporte nota de créditos,9,0.0
syn_Administrador_9a0c,Administrador,310,ITEM,Reporte docs anulados,10,0.0
syn_Administrador_9a0c,Administrador,4,GRUPO,Compra,4,0.0007
syn_Administrador_9a0c,Administrador,46,ITEM,Estado de cuenta,1,0.0002
syn_Administrador_9a0c,Administrador,43,ITEM,Intercambio de Productos,2,0.0
syn_Administrador_9a0c,Administrador,41,ITEM,Orden de compra,3,0.0001
syn_Administrador_9a0c,Administrador,42,ITEM,Registrar compra,4,0.0002
syn_Administrador_9a0c,Administrador,44,ITEM,Proveedores,5,0.0002
syn_Administrador_9a0c,Administrador,45,ITEM,Cuentas por pagar,6,0.0001
syn_Administrador_9a0c,Administrador,8,GRUPO,Almacén,5,0.0004
syn_Administrador_9a0c,Administrador,81,ITEM,Gestión Almacenes,1,0.0004
syn_Administrador_9a0c,Administrador,82,ITEM,Productos,2,0.0
syn_Administrador_9a0c,Administrador,5,GRUPO,Ventas,6,0.0002
syn_Administrador_9a0c,Administrador,51,ITEM,Listado de Ventas,1,0.0
syn_Administrador_9a0c,Administrador,52,ITEM,Cotización de venta,2,0.0
syn_Administrador_9a0c,Administrador,54,ITEM,Registrar venta,3,0.0
syn_Administrador_9a0c,Administrador,58,ITEM,Devoluciones,4,0.0
syn_Administrador_9a0c,Administrador,56,ITEM,Notas de crédito,5,0.0001
syn_Administrador_9a0c,Administrador,53,ITEM,Notas de venta,6,0.0
syn_Administrador_9a0c,Administrador,591,ITEM,Gestión de Beneficios,7,0.0
syn_Administrador_9a0c,Administrador,592,ITEM,Convenios,8,0.0
syn_Administrador_9a0c,Administrador,55,ITEM,Anular comprobante,9,0.0
syn_Administrador_9a0c,Administrador,57,ITEM,Clientes,10,0.0
syn_Administrador_9a0c,Administrador,2,GRUPO,Procesos,7,0.0001
syn_Administrador_9a0c,Administrador,26,ITEM,Transferencias,1,0.0001
syn_Administrador_9a0c,Administrador,21,ITEM,Ingresos y salidas,2,0.0001
syn_Administrador_9a0c,Administrador,22,ITEM,Atributos Diversos,3,0.0
syn_Administrador_9a0c,Administrador,23,ITEM,Reimprimir comprobantes,4,0.0
syn_Administrador_9a0c,Administrador,24,ITEM,Detalle de documentos,5,0.0
syn_Administrador_9a0c,Administrador,25,ITEM,Documento por paciente,6,0.0
syn_Administrador_9a0c,Administrador,27,ITEM,Solicitudes de Anulación,7,0.0
syn_Administrador_9a0c,Administrador,6,GRUPO,Facturación,8,0.0
syn_Administrador_9a0c,Administrador,61,ITEM,Comprobantes electrónicos,1,0.0
syn_Administrador_9a0c,Administrador,62,ITEM,Resumen de boletas,2,0.0
syn_Administrador_9a0c,Administrador,63,ITEM,Resumen de bajas,3,0.0
syn_Administrador_9a0c,Administrador,9,GRUPO,Documentos,9,0.0
syn_Administrador_9a0c,Administrador,94,ITEM,Formatos de Impresión,1,0.0
syn_Administrador_9a0c,Administrador,93,ITEM,Puntos de Emisión,2,0.0
syn_Administrador_9a0c,Administrador,91,ITEM,Plantillas,3,0.0
syn_Administrador_9a0c,Administrador,92,ITEM,Bloques de plantillas,4,0.0
syn_Caja_105a,Caja,7,GRUPO,Caja,1,3.353
syn_Caja_105a,Caja,73,ITEM,Caja General,1,1.5466
syn_Caja_105a,Caja,71,ITEM,Arqueo Caja,2,1.0978
syn_Caja_105a,Caja,76,ITEM,Gestión de cuentas,3,0.3771
syn_Caja_105a,Caja,72,ITEM,Caja Chica,4,0.1221
syn_Caja_105a,Caja,74,ITEM,Medio Pago,5,0.0998
syn_Caja_105a,Caja,75,ITEM,Diferencia de costos,6,0.1096
syn_Caja_105a,Caja,3,GRUPO,Reportes,2,0.9273
syn_Caja_105a,Caja,33,ITEM,Reporte de ventas,1,0.2034
syn_Caja_105a,Caja,34,ITEM,Reporte de cajas,2,0.7221
syn_Caja_105a,Caja,32,ITEM,Reporte de compras,3,0.0003
syn_Caja_105a,Caja,35,ITEM,Kardex,4,0.0001
syn_Caja_105a,Caja,36,ITEM,Stock valorizado,5,0.0001
syn_Caja_105a,Caja,31,ITEM,Correlatividad,6,0.0007
syn_Caja_105a,Caja,37,ITEM,Reporte descuento,7,0.0002
syn_Caja_105a,Caja,38,ITEM,Reporte anulados,8,0.0002
syn_Caja_105a,Caja,39,ITEM,Reporte nota de créditos,9,0.0001
syn_Caja_105a,Caja,310,ITEM,Reporte docs anulados,10,0.0001
syn_Caja_105a,Caja,5,GRUPO,Ventas,3,0.4088
syn_Caja_105a,Caja,56,ITEM,Notas de crédito,1,0.4051
syn_Caja_105a,Caja,51,ITEM,Listado de Ventas,2,0.0017
syn_Caja_105a,Caja,52,ITEM,Cotización de venta,3,0.0007
syn_Caja_105a,Caja,54,ITEM,Registrar venta,4,0.0005
syn_Caja_105a,Caja,58,ITEM,Devoluciones,5,0.0002
syn_Caja_105a,Caja,53,ITEM,Notas de venta,6,0.0001
syn_Caja_105a,Caja,591,ITEM,Gestión de Beneficios,7,0.0003
syn_Caja_105a,Caja,592,ITEM,Convenios,8,0.0002
syn_Caja_105a,Caja,55,ITEM,Anular comprobante,9,0.0
syn_Caja_105a,Caja,57,ITEM,Clientes,10,0.0
syn_Caja_ac1c,Caja,7,GRUPO,Caja,1,3.146
syn_Caja_ac1c,Caja,73,ITEM,Caja General,1,1.5636
syn_Caja_ac1c,Caja,71,ITEM,Arqueo Caja,2,0.8283
syn_Caja_ac1c,Caja,76,ITEM,Gestión de cuentas,3,0.4622
syn_Caja_ac1c,Caja,72,ITEM,Caja Chica,4,0.1851
syn_Caja_ac1c,Caja,74,ITEM,Medio Pago,5,0.0292
syn_Caja_ac1c,Caja,75,ITEM,Diferencia de costos,6,0.0774
syn_Caja_ac1c,Caja,3,GRUPO,Reportes,2,0.9083
syn_Caja_ac1c,Caja,33,ITEM,Reporte de ventas,1,0.2438
syn_Caja_ac1c,Caja,34,ITEM,Reporte de cajas,2,0.664
syn_Caja_ac1c,Caja,32,ITEM,Reporte de compras,3,0.0
syn_Caja_ac1c,Caja,35,ITEM,Kardex,4,0.0
syn_Caja_ac1c,Caja,36,ITEM,Stock valorizado,5,0.0
syn_Caja_ac1c,Caja,31,ITEM,Correlatividad,6,0.0001
syn_Caja_ac1c,Caja,37,ITEM,Reporte descuento,7,0.0
syn_Caja_ac1c,Caja,38,ITEM,Reporte anulados,8,0.0002
syn_Caja_ac1c,Caja,39,ITEM,Reporte nota de créditos,9,0.0001
syn_Caja_ac1c,Caja,310,ITEM,Reporte docs anulados,10,0.0
syn_Caja_ac1c,Caja,5,GRUPO,Ventas,3,0.445
syn_Caja_ac1c,Caja,56,ITEM,Notas de crédito,1,0.4431
syn_Caja_ac1c,Caja,51,ITEM,Listado de Ventas,2,0.0012
syn_Caja_ac1c,Caja,52,ITEM,Cotización de venta,3,0.0002
syn_Caja_ac1c,Caja,54,ITEM,Registrar venta,4,0.0001
syn_Caja_ac1c,Caja,58,ITEM,Devoluciones,5,0.0001
syn_Caja_ac1c,Caja,53,ITEM,Notas de venta,6,0.0001
syn_Caja_ac1c,Caja,591,ITEM,Gestión de Beneficios,7,0.0001
syn_Caja_ac1c,Caja,592,ITEM,Convenios,8,0.0001
syn_Caja_ac1c,Caja,55,ITEM,Anular comprobante,9,0.0
syn_Caja_ac1c,Caja,57,ITEM,Clientes,10,0.0
syn_Caja_d197,Caja,7,GRUPO,Caja,1,2.916
syn_Caja_d197,Caja,73,ITEM,Caja General,1,1.2548
syn_Caja_d197,Caja,71,ITEM,Arqueo Caja,2,0.838
syn_Caja_d197,Caja,76,ITEM,Gestión de cuentas,3,0.4067
syn_Caja_d197,Caja,72,ITEM,Caja Chica,4,0.1447
syn_Caja_d197,Caja,74,ITEM,Medio Pago,5,0.1473
syn_Caja_d197,Caja,75,ITEM,Diferencia de costos,6,0.1244
syn_Caja_d197,Caja,3,GRUPO,Reportes,2,1.0307
syn_Caja_d197,Caja,33,ITEM,Reporte de ventas,1,0.1721
syn_Caja_d197,Caja,34,ITEM,Reporte de cajas,2,0.8576
syn_Caja_d197,Caja,32,ITEM,Reporte de compras,3,0.0002
syn_Caja_d197,Caja,35,ITEM,Kardex,4,0.0001
syn_Caja_d197,Caja,36,ITEM,Stock valorizado,5,0.0001
syn_Caja_d197,Caja,31,ITEM,Correlatividad,6,0.0002
syn_Caja_d197,Caja,37,ITEM,Reporte descuento,7,0.0001
syn_Caja_d197,Caja,38,ITEM,Reporte anulados,8,0.0003
syn_Caja_d197,Caja,39,ITEM,Reporte nota de créditos,9,0.0001
syn_Caja_d197,Caja,310,ITEM,Reporte docs anulados,10,0.0
syn_Caja_d197,Caja,5,GRUPO,Ventas,3,0.3618
syn_Caja_d197,Caja,56,ITEM,Notas de crédito,1,0.3605
syn_Caja_d197,Caja,51,ITEM,Listado de Ventas,2,0.0011
syn_Caja_d197,Caja,52,ITEM,Cotización de venta,3,0.0
syn_Caja_d197,Caja,54,ITEM,Registrar venta,4,0.0
syn_Caja_d197,Caja,58,ITEM,Devoluciones,5,0.0
syn_Caja_d197,Caja,53,ITEM,Notas de venta,6,0.0
syn_Caja_d197,Caja,591,ITEM,Gestión de Beneficios,7,0.0
syn_Caja_d197,Caja,592,ITEM,Convenios,8,0.0
syn_Caja_d197,Caja,55,ITEM,Anular comprobante,9,0.0
syn_Caja_d197,Caja,57,ITEM,Clientes,10,0.0
syn_Compras_9e03,Compras,4,GRUPO,Compra,1,3.6904
syn_Compras_9e03,Compras,41,ITEM,Orden de compra,1,0.8841
syn_Compras_9e03,Compras,42,ITEM,Registrar compra,2,0.6366
syn_Compras_9e03,Compras,44,ITEM,Proveedores,3,0.6908
syn_Compras_9e03,Compras,45,ITEM,Cuentas por pagar,4,0.7309
syn_Compras_9e03,Compras,46,ITEM,Estado de cuenta,5,0.3804
syn_Compras_9e03,Compras,43,ITEM,Intercambio de Productos,6,0.3675
syn_Compras_9e03,Compras,3,GRUPO,Reportes,2,0.1118
syn_Compras_9e03,Compras,32,ITEM,Reporte de compras,1,0.1053
syn_Compras_9e03,Compras,33,ITEM,Reporte de ventas,2,0.0001
syn_Compras_9e03,Compras,34,ITEM,Reporte de cajas,3,0.0002
syn_Compras_9e03,Compras,35,ITEM,Kardex,4,0.0002
syn_Compras_9e03,Compras,36,ITEM,Stock valorizado,5,0.0059
syn_Compras_9e03,Compras,31,ITEM,Correlatividad,6,0.0001
syn_Compras_9e03,Compras,37,ITEM,Reporte descuento,7,0.0
syn_Compras_9e03,Compras,38,ITEM,Reporte anulados,8,0.0
syn_Compras_9e03,Compras,39,ITEM,Reporte nota de créditos,9,0.0
syn_Compras_9e03,Compras,310,ITEM,Reporte docs anulados,10,0.0
syn_Compras_9e03,Compras,8,GRUPO,Almacén,3,0.0516
syn_Compras_9e03,Compras,82,ITEM,Productos,1,0.0515
syn_Compras_9e03,Compras,81,ITEM,Gestión Almacenes,2,0.0001
syn_Compras_df03,Compras,4,GRUPO,Compra,1,4.0507
syn_Compras_df03,Compras,41,ITEM,Orden de compra,1,1.1107
syn_Compras_df03,Compras,42,ITEM,Registrar compra,2,0.7505
syn_Compras_df03,Compras,44,ITEM,Proveedores,3,0.9813
syn_Compras_df03,Compras,45,ITEM,Cuentas por pagar,4,0.5553
syn_Compras_df03,Compras,46,ITEM,Estado de cuenta,5,0.4044
syn_Compras_df03,Compras,43,ITEM,Intercambio de Productos,6,0.2486
syn_Compras_df03,Compras,3,GRUPO,Reportes,2,0.1341
syn_Compras_df03,Compras,32,ITEM,Reporte de compras,1,0.1281
syn_Compras_df03,Compras,33,ITEM,Reporte de ventas,2,0.0002
syn_Compras_df03,Compras,34,ITEM,Reporte de cajas,3,0.0001
syn_Compras_df03,Compras,35,ITEM,Kardex,4,0.0001
syn_Compras_df03,Compras,36,ITEM,Stock valorizado,5,0.0056
syn_Compras_df03,Compras,31,ITEM,Correlatividad,6,0.0
syn_Compras_df03,Compras,37,ITEM,Reporte descuento,7,0.0
syn_Compras_df03,Compras,38,ITEM,Reporte anulados,8,0.0
syn_Compras_df03,Compras,39,ITEM,Reporte nota de créditos,9,0.0
syn_Compras_df03,Compras,310,ITEM,Reporte docs anulados,10,0.0
syn_Compras_df03,Compras,8,GRUPO,Almacén,3,0.0513
syn_Compras_df03,Compras,82,ITEM,Productos,1,0.0513
syn_Compras_df03,Compras,81,ITEM,Gestión Almacenes,2,0.0
syn_Compras_fb52,Compras,4,GRUPO,Compra,1,3.8133
syn_Compras_fb52,Compras,41,ITEM,Orden de compra,1,0.8359
syn_Compras_fb52,Compras,42,ITEM,Registrar compra,2,0.7234
syn_Compras_fb52,Compras,44,ITEM,Proveedores,3,0.6719
syn_Compras_fb52,Compras,45,ITEM,Cuentas por pagar,4,0.7865
syn_Compras_fb52,Compras,46,ITEM,Estado de cuenta,5,0.547
syn_Compras_fb52,Compras,43,ITEM,Intercambio de Productos,6,0.2486
syn_Compras_fb52,Compras,3,GRUPO,Reportes,2,0.2053
syn_Compras_fb52,Compras,32,ITEM,Reporte de compras,1,0.1995
syn_Compras_fb52,Compras,33,ITEM,Reporte de ventas,2,0.0002
syn_Compras_fb52,Compras,34,ITEM,Reporte de cajas,3,0.0001
syn_Compras_fb52,Compras,35,ITEM,Kardex,4,0.0001
syn_Compras_fb52,Compras,36,ITEM,Stock valorizado,5,0.0055
syn_Compras_fb52,Compras,31,ITEM,Correlatividad,6,0.0
syn_Compras_fb52,Compras,37,ITEM,Reporte descuento,7,0.0
syn_Compras_fb52,Compras,38,ITEM,Reporte anulados,8,0.0
syn_Compras_fb52,Compras,39,ITEM,Reporte nota de créditos,9,0.0
syn_Compras_fb52,Compras,310,ITEM,Reporte docs anulados,10,0.0
syn_Compras_fb52,Compras,8,GRUPO,Almacén,3,0.0989
syn_Compras_fb52,Compras,82,ITEM,Productos,1,0.0988
syn_Compras_fb52,Compras,81,ITEM,Gestión Almacenes,2,0.0
syn_Logistica_0ca2,Logistica,3,GRUPO,Reportes,1,3.1722
syn_Logistica_0ca2,Logistica,33,ITEM,Reporte de ventas,1,0.0013
syn_Logistica_0ca2,Logistica,34,ITEM,Reporte de cajas,2,0.0002
syn_Logistica_0ca2,Logistica,32,ITEM,Reporte de compras,3,0.1226
syn_Logistica_0ca2,Logistica,35,ITEM,Kardex,4,1.5695
syn_Logistica_0ca2,Logistica,31,ITEM,Correlatividad,5,0.0001
syn_Logistica_0ca2,Logistica,36,ITEM,Stock valorizado,6,1.3567
syn_Logistica_0ca2,Logistica,37,ITEM,Reporte descuento,7,0.1216
syn_Logistica_0ca2,Logistica,38,ITEM,Reporte anulados,8,0.0001
syn_Logistica_0ca2,Logistica,39,ITEM,Reporte nota de créditos,9,0.0
syn_Logistica_0ca2,Logistica,310,ITEM,Reporte docs anulados,10,0.0001
syn_Logistica_0ca2,Logistica,8,GRUPO,Almacén,2,1.7817
syn_Logistica_0ca2,Logistica,81,ITEM,Gestión Almacenes,1,0.5928
syn_Logistica_0ca2,Logistica,82,ITEM,Productos,2,1.1889
syn_Logistica_0ca2,Logistica,2,GRUPO,Procesos,3,0.2326
syn_Logistica_0ca2,Logistica,26,ITEM,Transferencias,1,0.1074
syn_Logistica_0ca2,Logistica,21,ITEM,Ingresos y salidas,2,0.1252
syn_Logistica_0ca2,Logistica,22,ITEM,Atributos Diversos,3,0.0
syn_Logistica_0ca2,Logistica,23,ITEM,Reimprimir comprobantes,4,0.0
syn_Logistica_0ca2,Logistica,24,ITEM,Detalle de documentos,5,0.0
syn_Logistica_0ca2,Logistica,25,ITEM,Documento por paciente,6,0.0
syn_Logistica_0ca2,Logistica,27,ITEM,Solicitudes de Anulación,7,0.0
syn_Logistica_1d0a,Logistica,3,GRUPO,Reportes,1,3.5618
syn_Logistica_1d0a,Logistica,33,ITEM,Reporte de ventas,1,0.0006
syn_Logistica_1d0a,Logistica,34,ITEM,Reporte de cajas,2,0.0003
syn_Logistica_1d0a,Logistica,32,ITEM,Reporte de compras,3,0.1483
syn_Logistica_1d0a,Logistica,35,ITEM,Kardex,4,1.8536
syn_Logistica_1d0a,Logistica,31,ITEM,Correlatividad,5,0.0001
syn_Logistica_1d0a,Logistica,36,ITEM,Stock valorizado,6,1.4356
syn_Logistica_1d0a,Logistica,37,ITEM,Reporte descuento,7,0.1228
syn_Logistica_1d0a,Logistica,38,ITEM,Reporte anulados,8,0.0004
syn_Logistica_1d0a,Logistica,39,ITEM,Reporte nota de créditos,9,0.0
syn_Logistica_1d0a,Logistica,310,ITEM,Reporte docs anulados,10,0.0
syn_Logistica_1d0a,Logistica,8,GRUPO,Almacén,2,1.7147
syn_Logistica_1d0a,Logistica,81,ITEM,Gestión Almacenes,1,0.784
syn_Logistica_1d0a,Logistica,82,ITEM,Productos,2,0.9308
syn_Logistica_1d0a,Logistica,2,GRUPO,Procesos,3,0.4648
syn_Logistica_1d0a,Logistica,26,ITEM,Transferencias,1,0.2196
syn_Logistica_1d0a,Logistica,21,ITEM,Ingresos y salidas,2,0.2453
syn_Logistica_1d0a,Logistica,22,ITEM,Atributos Diversos,3,0.0
syn_Logistica_1d0a,Logistica,23,ITEM,Reimprimir comprobantes,4,0.0
syn_Logistica_1d0a,Logistica,24,ITEM,Detalle de documentos,5,0.0
syn_Logistica_1d0a,Logistica,25,ITEM,Documento por paciente,6,0.0
syn_Logistica_1d0a,Logistica,27,ITEM,Solicitudes de Anulación,7,0.0
syn_Logistica_2864,Logistica,3,GRUPO,Reportes,1,3.4217
syn_Logistica_2864,Logistica,33,ITEM,Reporte de ventas,1,0.0005
syn_Logistica_2864,Logistica,34,ITEM,Reporte de cajas,2,0.0003
syn_Logistica_2864,Logistica,32,ITEM,Reporte de compras,3,0.1229
syn_Logistica_2864,Logistica,36,ITEM,Stock valorizado,4,1.5146
syn_Logistica_2864,Logistica,35,ITEM,Kardex,5,1.7323
syn_Logistica_2864,Logistica,31,ITEM,Correlatividad,6,0.0001
syn_Logistica_2864,Logistica,37,ITEM,Reporte descuento,7,0.0508
syn_Logistica_2864,Logistica,38,ITEM,Reporte anulados,8,0.0002
syn_Logistica_2864,Logistica,39,ITEM,Reporte nota de créditos,9,0.0
syn_Logistica_2864,Logistica,310,ITEM,Reporte docs anulados,10,0.0
syn_Logistica_2864,Logistica,8,GRUPO,Almacén,2,1.8101
syn_Logistica_2864,Logistica,81,ITEM,Gestión Almacenes,1,0.7101
syn_Logistica_2864,Logistica,82,ITEM,Productos,2,1.0999
syn_Logistica_2864,Logistica,2,GRUPO,Procesos,3,0.2721
syn_Logistica_2864,Logistica,26,ITEM,Transferencias,1,0.1474
syn_Logistica_2864,Logistica,21,ITEM,Ingresos y salidas,2,0.1248
syn_Logistica_2864,Logistica,22,ITEM,Atributos Diversos,3,0.0
syn_Logistica_2864,Logistica,23,ITEM,Reimprimir comprobantes,4,0.0
syn_Logistica_2864,Logistica,24,ITEM,Detalle de documentos,5,0.0
syn_Logistica_2864,Logistica,25,ITEM,Documento por paciente,6,0.0
syn_Logistica_2864,Logistica,27,ITEM,Solicitudes de Anulación,7,0.0
syn_Reportes_69a4,Reportes,3,GRUPO,Reportes,1,3.6948
syn_Reportes_69a4,Reportes,33,ITEM,Reporte de ventas,1,0.7805
syn_Reportes_69a4,Reportes,32,ITEM,Reporte de compras,2,0.909
syn_Reportes_69a4,Reportes,34,ITEM,Reporte de cajas,3,0.7763
syn_Reportes_69a4,Reportes,36,ITEM,Stock valorizado,4,0.303
syn_Reportes_69a4,Reportes,31,ITEM,Correlatividad,5,0.2011
syn_Reportes_69a4,Reportes,35,ITEM,Kardex,6,0.4834
syn_Reportes_69a4,Reportes,37,ITEM,Reporte descuento,7,0.0625
syn_Reportes_69a4,Reportes,38,ITEM,Reporte anulados,8,0.0601
syn_Reportes_69a4,Reportes,39,ITEM,Reporte nota de créditos,9,0.1178
syn_Reportes_69a4,Reportes,310,ITEM,Reporte docs anulados,10,0.0011
syn_Reportes_69a4,Reportes,8,GRUPO,Almacén,2,0.0021
syn_Reportes_69a4,Reportes,81,ITEM,Gestión Almacenes,1,0.0013
syn_Reportes_69a4,Reportes,82,ITEM,Productos,2,0.0008
syn_Reportes_69a4,Reportes,5,GRUPO,Ventas,3,0.002
syn_Reportes_69a4,Reportes,51,ITEM,Listado de Ventas,1,0.0013
syn_Reportes_69a4,Reportes,52,ITEM,Cotización de venta,2,0.0001
syn_Reportes_69a4,Reportes,54,ITEM,Registrar venta,3,0.0001
syn_Reportes_69a4,Reportes,58,ITEM,Devoluciones,4,0.0
syn_Reportes_69a4,Reportes,56,ITEM,Notas de crédito,5,0.0003
syn_Reportes_69a4,Reportes,53,ITEM,Notas de venta,6,0.0
syn_Reportes_69a4,Reportes,591,ITEM,Gestión de Beneficios,7,0.0001
syn_Reportes_69a4,Reportes,592,ITEM,Convenios,8,0.0
syn_Reportes_69a4,Reportes,55,ITEM,Anular comprobante,9,0.0
syn_Reportes_69a4,Reportes,57,ITEM,Clientes,10,0.0
syn_Reportes_69a4,Reportes,4,GRUPO,Compra,4,0.0011
syn_Reportes_69a4,Reportes,46,ITEM,Estado de cuenta,1,0.0001
syn_Reportes_69a4,Reportes,43,ITEM,Intercambio de Productos,2,0.0004
syn_Reportes_69a4,Reportes,41,ITEM,Orden de compra,3,0.0002
syn_Reportes_69a4,Reportes,42,ITEM,Registrar compra,4,0.0001
syn_Reportes_69a4,Reportes,44,ITEM,Proveedores,5,0.0002
syn_Reportes_69a4,Reportes,45,ITEM,Cuentas por pagar,6,0.0001
syn_Reportes_f207,Reportes,3,GRUPO,Reportes,1,3.5848
syn_Reportes_f207,Reportes,33,ITEM,Reporte de ventas,1,0.9089
syn_Reportes_f207,Reportes,32,ITEM,Reporte de compras,2,0.8661
syn_Reportes_f207,Reportes,34,ITEM,Reporte de cajas,3,0.618
syn_Reportes_f207,Reportes,35,ITEM,Kardex,4,0.3845
syn_Reportes_f207,Reportes,31,ITEM,Correlatividad,5,0.1808
syn_Reportes_f207,Reportes,36,ITEM,Stock valorizado,6,0.3554
syn_Reportes_f207,Reportes,37,ITEM,Reporte descuento,7,0.1042
syn_Reportes_f207,Reportes,38,ITEM,Reporte anulados,8,0.0645
syn_Reportes_f207,Reportes,39,ITEM,Reporte nota de créditos,9,0.1018
syn_Reportes_f207,Reportes,310,ITEM,Reporte docs anulados,10,0.0006
syn_Reportes_f207,Reportes,8,GRUPO,Almacén,2,0.0031
syn_Reportes_f207,Reportes,81,ITEM,Gestión Almacenes,1,0.0013
syn_Reportes_f207,Reportes,82,ITEM,Productos,2,0.0018
syn_Reportes_f207,Reportes,5,GRUPO,Ventas,3,0.0021
syn_Reportes_f207,Reportes,51,ITEM,Listado de Ventas,1,0.0015
syn_Reportes_f207,Reportes,52,ITEM,Cotización de venta,2,0.0002
syn_Reportes_f207,Reportes,54,ITEM,Registrar venta,3,0.0002
syn_Reportes_f207,Reportes,58,ITEM,Devoluciones,4,0.0001
syn_Reportes_f207,Reportes,56,ITEM,Notas de crédito,5,0.0
syn_Reportes_f207,Reportes,53,ITEM,Notas de venta,6,0.0
syn_Reportes_f207,Reportes,591,ITEM,Gestión de Beneficios,7,0.0
syn_Reportes_f207,Reportes,592,ITEM,Convenios,8,0.0
syn_Reportes_f207,Reportes,55,ITEM,Anular comprobante,9,0.0
syn_Reportes_f207,Reportes,57,ITEM,Clientes,10,0.0
syn_Reportes_f207,Reportes,4,GRUPO,Compra,4,0.0011
syn_Reportes_f207,Reportes,46,ITEM,Estado de cuenta,1,0.0001
syn_Reportes_f207,Reportes,43,ITEM,Intercambio de Productos,2,0.0003
syn_Reportes_f207,Reportes,41,ITEM,Orden de compra,3,0.0002
