session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_pre,M2_pre,M3_pre,costo_sesion_total,M1_post,M2_post,M3_post
us_adm_002_20260327232427,us_adm_002,Administrador,2026-03-27,23,42,211.17,3.0,0.0,0.3333,126.0,1.0,10.0,0.12902256017472036
us_adm_002_20260328230214,us_adm_002,Administrador,2026-03-28,23,56,228.9,2.964,0.0,0.3036,166.0,1.0,10.0,0.11065790325400415
us_adm_002_20260329231114,us_adm_002,Administrador,2026-03-29,23,53,221.64,2.962,2974.3,0.3396,157.0,1.0,1374.6916474264115,0.11832587829688693
us_adm_002_20260330230045,us_adm_002,Administrador,2026-03-30,23,66,239.19,3.0,132.9,0.3788,198.0,1.0,60.186282977942426,0.13511927099606486
us_adm_002_20260331231226,us_adm_002,Administrador,2026-03-31,23,65,224.88,3.0,142.9,0.3692,195.0,1.0,64.35367441868483,0.12589403123988224
us_adm_002_20260401230501,us_adm_002,Administrador,2026-04-01,23,57,233.56,2.982,273.5,0.3333,170.0,1.0,122.76794162093837,0.12212497919008736
us_alm_001_20260101150037,us_alm_001,Almacen,2026-01-01,15,54,291.08,3.0,0.0,0.1667,162.0,3.0,10.0,0.16989820893416807
us_alm_001_20260101205211,us_alm_001,Almacen,2026-01-01,20,23,125.29,3.0,339.1,0.3913,69.0,3.0,353.7028834268434,0.3852947379728381
us_alm_001_20260102150547,us_alm_001,Almacen,2026-01-02,15,91,468.78,3.0,42.6,0.3187,273.0,3.0,43.34321718248602,0.3198686219445762
us_alm_001_20260103150328,us_alm_001,Almacen,2026-01-03,15,80,459.19,3.0,191.0,0.35,240.0,3.0,199.36504720489154,0.3443419120025139
us_alm_001_20260104150100,us_alm_001,Almacen,2026-01-04,15,28,171.28,3.0,614.1,0.1786,84.0,3.0,603.7865363343358,0.17645896947047396
us_alm_001_20260104182457,us_alm_001,Almacen,2026-01-04,18,52,274.82,3.0,0.0,0.3462,156.0,3.0,10.0,0.34255967222988243
us_alm_001_20260105150044,us_alm_001,Almacen,2026-01-05,15,78,472.71,3.0,0.0,0.3205,234.0,3.0,10.0,0.32146402417131253
us_alm_001_20260106150231,us_alm_001,Almacen,2026-01-06,15,77,403.29,3.0,0.0,0.3766,231.0,3.0,10.0,0.39073131876097406
us_alm_001_20260106221749,us_alm_001,Almacen,2026-01-06,22,12,39.73,3.0,1434.8,0.25,36.0,3.0,1462.0733624605868,0.24711548172168799
us_alm_001_20260107150016,us_alm_001,Almacen,2026-01-07,15,92,465.34,3.0,23.7,0.337,276.0,3.0,23.274151445780877,0.34031553521595387
us_alm_001_20260108150344,us_alm_001,Almacen,2026-01-08,15,9,48.71,3.0,297.2,0.3333,27.0,3.0,289.3525338174693,0.3455085041331851
us_alm_001_20260108162451,us_alm_001,Almacen,2026-01-08,16,86,392.63,3.0,810.3,0.3023,258.0,3.0,829.4140065964091,0.299463364007375
us_alm_001_20260109150237,us_alm_001,Almacen,2026-01-09,15,26,132.13,3.0,1481.0,0.1538,78.0,3.0,1430.2569552483283,0.1579645114229328
us_alm_001_20260109174456,us_alm_001,Almacen,2026-01-09,17,62,308.47,3.0,0.0,0.3548,186.0,3.0,10.0,0.36358354454976366
us_alm_001_20260110151059,us_alm_001,Almacen,2026-01-10,15,36,174.59,3.0,79.6,0.3889,108.0,3.0,77.06167116719936,0.3842380610714656
us_alm_001_20260110190806,us_alm_001,Almacen,2026-01-10,19,50,230.6,3.0,259.2,0.3,150.0,3.0,259.22718333933904,0.30028188356258845
us_alm_001_20260111150444,us_alm_001,Almacen,2026-01-11,15,89,473.31,3.0,28.0,0.2809,267.0,3.0,27.747963335971622,0.2843991709199282
us_alm_001_20260112150452,us_alm_001,Almacen,2026-01-12,15,88,430.8,3.0,2027.2,0.3409,264.0,3.0,1983.9143973111122,0.3399292566711248
us_alm_001_20260113150205,us_alm_001,Almacen,2026-01-13,15,83,475.37,3.0,0.0,0.2892,249.0,3.0,10.0,0.2921755142161958
us_alm_001_20260114150100,us_alm_001,Almacen,2026-01-14,15,105,476.64,3.0,0.0,0.3714,315.0,3.0,10.0,0.3630461585418283
us_alm_001_20260115150336,us_alm_001,Almacen,2026-01-15,15,60,409.52,3.0,210.2,0.2667,180.0,3.0,203.75058402622744,0.27351512816800666
us_alm_001_20260115222605,us_alm_001,Almacen,2026-01-15,22,9,27.73,3.0,0.0,0.6667,27.0,3.0,10.0,0.6567196805215549
us_alm_001_20260116151129,us_alm_001,Almacen,2026-01-16,15,87,464.82,3.0,0.0,0.2414,261.0,3.0,10.0,0.24195847713436594
us_alm_001_20260117150225,us_alm_001,Almacen,2026-01-17,15,76,471.05,3.0,1094.8,0.2895,228.0,3.0,1120.6218911422613,0.28989093200736454
us_alm_001_20260118150022,us_alm_001,Almacen,2026-01-18,15,73,335.17,3.0,223.3,0.411,219.0,3.0,232.50330023252297,0.4254289017248832
us_alm_001_20260118210545,us_alm_001,Almacen,2026-01-18,21,7,36.17,3.0,0.0,0.4286,21.0,3.0,10.0,0.43692830619158074
us_alm_001_20260118223259,us_alm_001,Almacen,2026-01-18,22,4,15.05,3.0,415.1,0.5,12.0,3.0,420.4579111334559,0.5136863155753235
us_alm_001_20260119150039,us_alm_001,Almacen,2026-01-19,15,75,478.06,3.0,280.3,0.3067,225.0,3.0,274.890639079988,0.3109082396556304
us_alm_001_20260120150402,us_alm_001,Almacen,2026-01-20,15,89,474.12,3.0,616.5,0.2697,267.0,3.0,629.5503739228553,0.2602133592102337
us_alm_001_20260121150754,us_alm_001,Almacen,2026-01-21,15,90,467.38,3.0,458.2,0.3444,270.0,3.0,447.35661898993084,0.3303537687595884
us_alm_001_20260122150917,us_alm_001,Almacen,2026-01-22,15,84,465.05,3.0,174.8,0.3333,252.0,3.0,173.85815370678185,0.3380831366771359
us_alm_001_20260123151825,us_alm_001,Almacen,2026-01-23,15,87,460.13,3.0,1943.2,0.3103,261.0,3.0,2001.58760447266,0.31075983220728515
us_alm_001_20260124150034,us_alm_001,Almacen,2026-01-24,15,17,65.39,3.0,715.7,0.2941,51.0,3.0,739.0120029193075,0.28598224322278
us_alm_001_20260124164131,us_alm_001,Almacen,2026-01-24,16,30,142.37,3.0,666.0,0.2333,90.0,3.0,643.3109459077893,0.23304081443694838
us_alm_001_20260124195005,us_alm_001,Almacen,2026-01-24,19,29,189.67,3.0,4045.9,0.3793,87.0,3.0,4076.977807997271,0.37905197764095827
us_alm_001_20260125150551,us_alm_001,Almacen,2026-01-25,15,88,468.72,3.0,0.0,0.2614,264.0,3.0,10.0,0.26093408043342714
us_alm_001_20260126150222,us_alm_001,Almacen,2026-01-26,15,17,60.88,3.0,2465.1,0.3529,51.0,3.0,2400.7870446861098,0.3576265488496424
us_alm_001_20260126163448,us_alm_001,Almacen,2026-01-26,16,34,148.73,3.0,704.0,0.2647,102.0,3.0,709.1617033050436,0.25972427641118295
us_alm_001_20260126193648,us_alm_001,Almacen,2026-01-26,19,28,197.23,3.0,76.6,0.25,84.0,3.0,75.81275588264019,0.24470393239055524
us_alm_001_20260127151916,us_alm_001,Almacen,2026-01-27,15,81,457.79,3.0,0.0,0.4198,243.0,3.0,10.0,0.4278193749229284
us_alm_001_20260128150324,us_alm_001,Almacen,2026-01-28,15,81,466.01,3.0,2563.4,0.4568,243.0,3.0,2512.8637970564696,0.461404968965771
us_alm_001_20260129150245,us_alm_001,Almacen,2026-01-29,15,4,14.06,3.0,0.0,0.5,12.0,3.0,10.0,0.4920712716773766
us_alm_001_20260129155628,us_alm_001,Almacen,2026-01-29,15,78,418.88,3.0,995.5,0.3462,234.0,3.0,993.3690255333048,0.33903198215956826
us_alm_001_20260130151317,us_alm_001,Almacen,2026-01-30,15,89,463.75,3.0,0.0,0.3371,267.0,3.0,10.0,0.329023907248166
us_alm_001_20260131150059,us_alm_001,Almacen,2026-01-31,15,105,467.02,3.0,538.0,0.3048,315.0,3.0,559.1404424301803,0.3050149666128197
us_alm_001_20260201150353,us_alm_001,Almacen,2026-02-01,15,70,466.06,3.0,3544.6,0.3,210.0,3.0,3494.9950592873893,0.3012838794644053
us_alm_001_20260202150841,us_alm_001,Almacen,2026-02-02,15,48,227.19,3.0,235.9,0.3333,144.0,3.0,235.37003626155868,0.33182701664951153
us_alm_001_20260202193205,us_alm_001,Almacen,2026-02-02,19,38,207.29,3.0,2543.0,0.3158,114.0,3.0,2574.2365183642087,0.32058441869665877
us_alm_001_20260203152520,us_alm_001,Almacen,2026-02-03,15,91,449.83,3.0,0.0,0.2527,273.0,3.0,10.0,0.24978981461178176
us_alm_001_20260204151534,us_alm_001,Almacen,2026-02-04,15,74,457.28,3.0,361.6,0.2703,222.0,3.0,359.6108261261993,0.2578558141834394
us_alm_001_20260205150432,us_alm_001,Almacen,2026-02-05,15,92,461.31,3.0,590.8,0.3804,276.0,3.0,572.8965024090619,0.390799179426718
us_alm_001_20260206150323,us_alm_001,Almacen,2026-02-06,15,88,475.36,3.0,4888.1,0.2955,264.0,3.0,5048.915333607313,0.2940281970062218
us_alm_001_20260207150219,us_alm_001,Almacen,2026-02-07,15,81,475.99,3.0,448.1,0.3333,243.0,3.0,453.2671035029058,0.33537479353018723
us_alm_001_20260208151100,us_alm_001,Almacen,2026-02-08,15,103,459.69,3.0,0.0,0.2816,309.0,3.0,10.0,0.28790544590119954
us_alm_001_20260209151222,us_alm_001,Almacen,2026-02-09,15,39,249.74,3.0,50.5,0.2308,117.0,3.0,50.37080323260443,0.22638922532618844
us_alm_001_20260209195813,us_alm_001,Almacen,2026-02-09,19,34,173.98,3.0,718.1,0.2647,102.0,3.0,695.0282179484608,0.26577713648828105
us_alm_001_20260210150226,us_alm_001,Almacen,2026-02-10,15,94,475.13,3.0,0.0,0.3511,282.0,3.0,10.0,0.34111293445120516
us_alm_001_20260211150444,us_alm_001,Almacen,2026-02-11,15,53,316.31,3.0,177.8,0.3019,159.0,3.0,175.5007868236336,0.29536961315417626
us_alm_001_20260211205457,us_alm_001,Almacen,2026-02-11,20,23,123.93,3.0,3016.1,0.3913,69.0,3.0,3117.8717577108473,0.39819971273788635
us_alm_001_20260212150020,us_alm_001,Almacen,2026-02-12,15,34,208.71,3.0,0.0,0.3529,102.0,3.0,10.0,0.3633454457322858
us_alm_001_20260212190917,us_alm_001,Almacen,2026-02-12,19,33,170.13,3.0,0.0,0.3333,99.0,3.0,10.0,0.32755867951394574
us_alm_001_20260212223850,us_alm_001,Almacen,2026-02-12,22,3,20.18,3.0,1210.7,0.0,9.0,3.0,1247.5809264070074,0.01
us_alm_001_20260213150605,us_alm_001,Almacen,2026-02-13,15,90,469.4,3.0,0.0,0.3556,270.0,3.0,10.0,0.3542463113214694
us_alm_001_20260214150128,us_alm_001,Almacen,2026-02-14,15,78,476.58,3.0,0.0,0.2821,234.0,3.0,10.0,0.27429824391789925
us_alm_001_20260215150022,us_alm_001,Almacen,2026-02-15,15,92,468.57,3.0,609.4,0.2717,276.0,3.0,620.6882519493156,0.28207577002431466
us_alm_001_20260216151317,us_alm_001,Almacen,2026-02-16,15,8,68.26,3.0,2542.3,0.375,24.0,3.0,2471.188433141592,0.37922226927517927
us_alm_001_20260216165428,us_alm_001,Almacen,2026-02-16,16,69,348.49,3.0,587.7,0.3043,207.0,3.0,580.052347242542,0.30133535491440805
us_alm_001_20260217151251,us_alm_001,Almacen,2026-02-17,15,37,221.16,3.0,615.4,0.4054,111.0,3.0,608.108815580468,0.39839476283943603
us_alm_001_20260217193951,us_alm_001,Almacen,2026-02-17,19,9,71.55,3.0,0.0,0.5556,27.0,3.0,10.0,0.5463664823064405
us_alm_001_20260217212438,us_alm_001,Almacen,2026-02-17,21,19,92.51,3.0,1046.4,0.3684,57.0,3.0,1052.0601204499205,0.3680298456095788
us_alm_001_20260218150606,us_alm_001,Almacen,2026-02-18,15,106,472.09,3.0,0.0,0.3868,318.0,3.0,10.0,0.37977908751044614
us_alm_001_20260219150435,us_alm_001,Almacen,2026-02-19,15,76,473.33,3.0,225.0,0.3158,228.0,3.0,222.4045290124425,0.3205710509823155
us_alm_001_20260220150550,us_alm_001,Almacen,2026-02-20,15,65,466.7,3.0,0.0,0.3077,195.0,3.0,10.0,0.3016841250235097
us_alm_001_20260221150005,us_alm_001,Almacen,2026-02-21,15,83,475.24,3.0,0.0,0.2289,249.0,3.0,10.0,0.23233985025079607
us_alm_001_20260222150746,us_alm_001,Almacen,2026-02-22,15,86,472.05,3.0,0.0,0.3023,258.0,3.0,10.0,0.3055851557231291
us_alm_001_20260223150758,us_alm_001,Almacen,2026-02-23,15,83,471.96,3.0,0.0,0.3012,249.0,3.0,10.0,0.3046372863796052
us_alm_001_20260224150000,us_alm_001,Almacen,2026-02-24,15,54,382.19,3.0,382.6,0.2593,162.0,3.0,376.7595409341367,0.24993988142595377
us_alm_001_20260224215512,us_alm_001,Almacen,2026-02-24,21,12,60.54,3.0,1017.3,0.25,36.0,3.0,984.1860215588291,0.25024042473330693
us_alm_001_20260225150419,us_alm_001,Almacen,2026-02-25,15,69,470.95,3.0,0.0,0.2609,207.0,3.0,10.0,0.2561812758502052
us_alm_001_20260226150514,us_alm_001,Almacen,2026-02-26,15,96,473.74,3.0,0.0,0.2708,288.0,3.0,10.0,0.2618012073427513
us_alm_001_20260227150633,us_alm_001,Almacen,2026-02-27,15,75,467.14,3.0,455.5,0.2267,225.0,3.0,454.89801303432296,0.22120925255027704
us_alm_001_20260228150034,us_alm_001,Almacen,2026-02-28,15,103,471.17,3.0,205.1,0.2718,309.0,3.0,202.42616828579554,0.272057659177276
us_alm_001_20260301150301,us_alm_001,Almacen,2026-03-01,15,3,25.11,3.0,0.0,0.6667,9.0,3.0,10.0,0.6615723363732394
us_alm_001_20260301155842,us_alm_001,Almacen,2026-03-01,15,66,404.22,3.0,852.0,0.3788,198.0,3.0,869.1472294690141,0.37442946719649267
us_alm_001_20260302150428,us_alm_001,Almacen,2026-03-02,15,88,469.33,3.0,984.0,0.2955,264.0,3.0,1000.4464207654421,0.28882343248897346
us_alm_001_20260303151317,us_alm_001,Almacen,2026-03-03,15,6,11.7,3.0,259.4,0.1667,18.0,3.0,262.1486240750245,0.1715061897812734
us_alm_001_20260303155953,us_alm_001,Almacen,2026-03-03,15,75,417.28,3.0,728.0,0.36,225.0,3.0,692.0128560781467,0.3542623541606126
us_alm_001_20260304150937,us_alm_001,Almacen,2026-03-04,15,76,466.71,3.0,3946.3,0.25,228.0,3.0,3991.8459947098518,0.24898477306978503
us_alm_001_20260305150108,us_alm_001,Almacen,2026-03-05,15,19,100.99,3.0,1378.2,0.0526,57.0,3.0,1388.4302648536066,0.051964607583574955
us_alm_001_20260305171332,us_alm_001,Almacen,2026-03-05,17,69,340.76,3.0,0.0,0.2319,207.0,3.0,10.0,0.2311779689822515
us_alm_001_20260306150341,us_alm_001,Almacen,2026-03-06,15,79,476.14,3.0,0.0,0.2658,237.0,3.0,10.0,0.2671525012029893
us_alm_001_20260307150454,us_alm_001,Almacen,2026-03-07,15,77,475.04,3.0,0.0,0.3636,231.0,3.0,10.0,0.36060483070235744
us_alm_001_20260308150053,us_alm_001,Almacen,2026-03-08,15,14,71.12,3.0,1491.9,0.2857,42.0,3.0,1477.350805486125,0.2832283625147987
us_alm_001_20260308164715,us_alm_001,Almacen,2026-03-08,16,74,372.57,3.0,0.0,0.3108,222.0,3.0,10.0,0.3081831604672213
us_alm_001_20260309150036,us_alm_001,Almacen,2026-03-09,15,75,465.58,3.0,508.2,0.3067,225.0,3.0,511.1452716454951,0.3194305084988911
us_alm_001_20260310150750,us_alm_001,Almacen,2026-03-10,15,4,25.69,3.0,1541.2,0.25,12.0,3.0,1568.0515478585785,0.2483698823391608
us_alm_001_20260310160631,us_alm_001,Almacen,2026-03-10,16,74,326.99,3.0,0.0,0.3784,222.0,3.0,10.0,0.3753116855769729
us_alm_001_20260310221003,us_alm_001,Almacen,2026-03-10,22,8,48.34,3.0,159.0,0.125,24.0,3.0,152.51876397813442,0.12247978422270649
us_alm_001_20260311150003,us_alm_001,Almacen,2026-03-11,15,58,299.49,3.0,0.0,0.3276,174.0,3.0,10.0,0.3252968836525613
us_alm_001_20260311203217,us_alm_001,Almacen,2026-03-11,20,29,145.64,3.0,204.2,0.3793,87.0,3.0,204.27522066061013,0.3920174534509203
us_alm_001_20260312151531,us_alm_001,Almacen,2026-03-12,15,39,233.9,3.0,60.5,0.2308,117.0,3.0,60.89558212225464,0.2297886319590183
us_alm_001_20260312194618,us_alm_001,Almacen,2026-03-12,19,32,176.2,3.0,737.3,0.1875,96.0,3.0,749.5304147001316,0.17920824259122042
us_alm_001_20260313150026,us_alm_001,Almacen,2026-03-13,15,94,475.85,3.0,212.1,0.2979,282.0,3.0,213.09947695549653,0.3024928148251786
us_alm_001_20260314150026,us_alm_001,Almacen,2026-03-14,15,88,477.35,3.0,186.3,0.3636,264.0,3.0,180.79078764822432,0.3719173794022007
us_alm_001_20260315150711,us_alm_001,Almacen,2026-03-15,15,79,469.63,3.0,0.0,0.2278,237.0,3.0,10.0,0.22590794826426794
us_alm_001_20260316150306,us_alm_001,Almacen,2026-03-16,15,77,392.21,3.0,0.0,0.3896,231.0,3.0,10.0,0.4072932387480118
us_alm_001_20260316220553,us_alm_001,Almacen,2026-03-16,22,12,53.31,3.0,1037.5,0.25,36.0,3.0,1041.2737247924638,0.2512411029315017
us_alm_001_20260317150046,us_alm_001,Almacen,2026-03-17,15,81,465.0,3.0,2128.9,0.2469,243.0,3.0,2109.3413316193755,0.24270346850358288
us_alm_001_20260318151302,us_alm_001,Almacen,2026-03-18,15,78,466.76,3.0,1429.0,0.3462,234.0,3.0,1452.7309976368347,0.34027247558940704
us_alm_001_20260319150208,us_alm_001,Almacen,2026-03-19,15,21,107.82,3.0,0.0,0.2857,63.0,3.0,10.0,0.28297066534918414
us_alm_001_20260319172907,us_alm_001,Almacen,2026-03-19,17,47,328.38,3.0,922.8,0.1489,141.0,3.0,931.6400516639754,0.14989364574954453
us_alm_001_20260320150215,us_alm_001,Almacen,2026-03-20,15,38,225.42,3.0,3423.6,0.3947,114.0,3.0,3494.642435063227,0.39067393054744065
us_alm_001_20260320191846,us_alm_001,Almacen,2026-03-20,19,11,88.52,3.0,0.0,0.3636,33.0,3.0,10.0,0.3564824302588311
us_alm_001_20260320211841,us_alm_001,Almacen,2026-03-20,21,19,95.04,3.0,0.0,0.2632,57.0,3.0,10.0,0.2651861097953881
us_alm_001_20260321150651,us_alm_001,Almacen,2026-03-21,15,20,142.38,3.0,513.4,0.35,60.0,3.0,521.1727591157144,0.3435448427307566
us_alm_001_20260321180550,us_alm_001,Almacen,2026-03-21,18,57,287.43,3.0,1183.7,0.3333,171.0,3.0,1204.2870505525816,0.3423366819667938
us_alm_001_20260322150038,us_alm_001,Almacen,2026-03-22,15,75,478.56,3.0,522.8,0.3067,225.0,3.0,527.122875348107,0.31821226551423115
us_alm_001_20260323150012,us_alm_001,Almacen,2026-03-23,15,45,234.77,3.0,2274.6,0.3111,135.0,3.0,2239.3987817543803,0.3033557584359964
us_alm_001_20260323192522,us_alm_001,Almacen,2026-03-23,19,34,211.05,3.0,611.6,0.4118,102.0,3.0,589.8426939154028,0.42412142094942495
us_alm_001_20260324150004,us_alm_001,Almacen,2026-03-24,15,75,474.14,3.0,0.0,0.2667,225.0,3.0,10.0,0.26640351136536367
us_alm_001_20260325150415,us_alm_001,Almacen,2026-03-25,15,46,262.53,3.0,85.3,0.4565,138.0,3.0,85.7776264765016,0.4462242849981658
us_alm_001_20260325200103,us_alm_001,Almacen,2026-03-25,20,21,77.31,3.0,0.0,0.4762,63.0,3.0,10.0,0.47743070253713205
us_alm_001_20260325215646,us_alm_001,Almacen,2026-03-25,21,15,62.31,3.0,0.0,0.2,45.0,3.0,10.0,0.20290306649559478
us_alm_001_20260326150113,us_alm_001,Almacen,2026-03-26,15,50,310.19,3.0,0.0,0.3,150.0,3.0,10.0,0.3013433041456748
us_alm_001_20260326204438,us_alm_001,Almacen,2026-03-26,20,23,133.03,3.0,0.0,0.2174,69.0,3.0,10.0,0.21944994441682733
us_alm_001_20260327150407,us_alm_001,Almacen,2026-03-27,15,6,46.57,3.0,830.0,0.1667,18.0,3.0,861.2416066414855,0.1711856304338807
us_alm_001_20260327162130,us_alm_001,Almacen,2026-03-27,16,80,391.06,3.0,1926.5,0.3375,240.0,3.0,1987.885480724416,0.3340492941840895
us_alm_001_20260328151050,us_alm_001,Almacen,2026-03-28,15,83,459.32,3.0,1625.7,0.2289,249.0,3.0,1593.5239888741125,0.2283241474797838
us_alm_001_20260329151139,us_alm_001,Almacen,2026-03-29,15,80,468.07,3.0,1774.7,0.3375,240.0,3.0,1776.6779000367749,0.3448857927496789
us_alm_001_20260330150219,us_alm_001,Almacen,2026-03-30,15,34,210.12,3.0,156.2,0.2647,102.0,3.0,150.9127404967709,0.27279743939122447
us_alm_001_20260330190856,us_alm_001,Almacen,2026-03-30,19,47,227.07,3.0,2438.0,0.383,141.0,3.0,2430.2955348652886,0.37973009100420274
us_alm_001_20260331153434,us_alm_001,Almacen,2026-03-31,15,79,442.21,3.0,0.0,0.3544,237.0,3.0,10.0,0.3426703759098154
us_alm_001_20260401150034,us_alm_001,Almacen,2026-04-01,15,84,478.01,3.0,1917.8,0.4048,252.0,3.0,1949.3735309184433,0.4053935822623573
us_alm_002_20260101203131,us_alm_002,Almacen,2026-01-01,20,70,232.86,3.0,0.0,0.2286,210.0,3.0,10.0,0.22267889985412515
us_alm_002_20260102010035,us_alm_002,Almacen,2026-01-02,1,34,143.16,3.0,480.7,0.1765,102.0,3.0,477.4717659010247,0.18239164598427154
us_alm_002_20260102043928,us_alm_002,Almacen,2026-01-02,4,6,17.93,3.0,1075.6,0.3333,18.0,3.0,1070.015670849466,0.3232800490745147
us_alm_002_20260102202538,us_alm_002,Almacen,2026-01-02,20,89,296.8,3.0,85.5,0.2697,267.0,3.0,85.07977936041303,0.2682289290647811
us_alm_002_20260103015721,us_alm_002,Almacen,2026-01-03,1,55,168.11,3.0,0.0,0.2,165.0,3.0,10.0,0.19978282053392876
us_alm_002_20260103200413,us_alm_002,Almacen,2026-01-03,20,11,32.2,3.0,4.1,0.0,33.0,3.0,10.0,0.01
us_alm_002_20260103211242,us_alm_002,Almacen,2026-01-03,21,103,389.28,3.0,0.0,0.2233,309.0,3.0,10.0,0.22833123942196026
us_alm_002_20260104043008,us_alm_002,Almacen,2026-01-04,4,3,0.28,3.0,0.0,0.6667,9.0,3.0,10.0,0.6519455835328386
us_alm_002_20260104200015,us_alm_002,Almacen,2026-01-04,20,77,270.27,3.0,0.0,0.2857,231.0,3.0,10.0,0.28603837413195876
us_alm_002_20260105010555,us_alm_002,Almacen,2026-01-05,1,64,225.27,3.0,985.3,0.1719,192.0,3.0,985.5744906264366,0.1718170579505158
us_alm_002_20260105201730,us_alm_002,Almacen,2026-01-05,20,27,85.16,3.0,0.0,0.2963,81.0,3.0,10.0,0.29544452019893874
us_alm_002_20260105221551,us_alm_002,Almacen,2026-01-05,22,29,89.53,3.0,885.4,0.2069,87.0,3.0,875.2415931821647,0.20463709770114727
us_alm_002_20260106010205,us_alm_002,Almacen,2026-01-06,1,6,4.2,3.0,0.0,0.3333,18.0,3.0,10.0,0.3296775304756223
us_alm_002_20260106014254,us_alm_002,Almacen,2026-01-06,1,72,186.89,3.0,1119.8,0.2639,216.0,3.0,1103.8351058511623,0.2644617387417579
us_alm_002_20260106200954,us_alm_002,Almacen,2026-01-06,20,74,236.47,3.0,0.0,0.2297,222.0,3.0,10.0,0.23660934378954887
us_alm_002_20260107003746,us_alm_002,Almacen,2026-01-07,0,2,1.74,3.0,104.5,0.0,6.0,3.0,98.95947310045861,0.01
us_alm_002_20260107012042,us_alm_002,Almacen,2026-01-07,1,31,97.89,3.0,0.0,0.1935,93.0,3.0,10.0,0.18547597980058045
us_alm_002_20260107032900,us_alm_002,Almacen,2026-01-07,3,16,74.09,3.0,3.1,0.1875,48.0,3.0,10.0,0.18610709675251577
us_alm_002_20260107201715,us_alm_002,Almacen,2026-01-07,20,127,504.5,3.0,0.0,0.2126,381.0,3.0,10.0,0.20929272344436362
us_alm_002_20260108200517,us_alm_002,Almacen,2026-01-08,20,85,299.89,3.0,329.0,0.1882,255.0,3.0,321.69241093683485,0.19479554594904652
us_alm_002_20260109014415,us_alm_002,Almacen,2026-01-09,1,54,190.39,3.0,0.0,0.3148,162.0,3.0,10.0,0.32280571087808324
us_alm_002_20260109200948,us_alm_002,Almacen,2026-01-09,20,31,66.97,3.0,3.6,0.2258,93.0,3.0,10.0,0.220701202201183
us_alm_002_20260109214829,us_alm_002,Almacen,2026-01-09,21,14,94.23,3.0,0.0,0.2143,42.0,3.0,10.0,0.21639745936942284
us_alm_002_20260110000454,us_alm_002,Almacen,2026-01-10,0,69,292.39,3.0,10.0,0.2174,207.0,3.0,10.0,0.22050011717438953
us_alm_002_20260110200148,us_alm_002,Almacen,2026-01-10,20,23,62.95,3.0,751.5,0.2174,69.0,3.0,747.8879092656832,0.21577027912877436
us_alm_002_20260110214651,us_alm_002,Almacen,2026-01-10,21,29,111.58,3.0,4.8,0.2759,87.0,3.0,10.0,0.2783514449527799
us_alm_002_20260111001407,us_alm_002,Almacen,2026-01-11,0,85,277.06,3.0,572.8,0.2,255.0,3.0,568.6647716043766,0.20463731921345701
us_alm_002_20260111200816,us_alm_002,Almacen,2026-01-11,20,43,123.55,3.0,942.8,0.1628,129.0,3.0,922.4154698947763,0.1648054863362105
us_alm_002_20260111230314,us_alm_002,Almacen,2026-01-11,23,25,36.94,3.0,639.4,0.2,75.0,3.0,646.9845788868997,0.19876181424274406
us_alm_002_20260112001404,us_alm_002,Almacen,2026-01-12,0,36,110.71,3.0,585.3,0.2778,108.0,3.0,589.1177131583662,0.2708488129696032
us_alm_002_20260112025023,us_alm_002,Almacen,2026-01-12,2,51,129.57,3.0,0.0,0.2157,153.0,3.0,10.0,0.21490233218338495
us_alm_002_20260112201355,us_alm_002,Almacen,2026-01-12,20,120,364.43,3.0,0.0,0.2167,360.0,3.0,10.0,0.2212464059847771
us_alm_002_20260113025139,us_alm_002,Almacen,2026-01-13,2,29,120.15,3.0,447.4,0.3448,87.0,3.0,441.09753265702335,0.33508725090027686
us_alm_002_20260113200228,us_alm_002,Almacen,2026-01-13,20,41,209.0,3.0,0.0,0.1707,123.0,3.0,10.0,0.17276891797389402
us_alm_002_20260114001111,us_alm_002,Almacen,2026-01-14,0,59,211.69,3.0,0.0,0.2373,177.0,3.0,10.0,0.24562825318769782
us_alm_002_20260114043520,us_alm_002,Almacen,2026-01-14,4,4,14.8,3.0,888.0,0.0,12.0,3.0,851.0249337159851,0.01
us_alm_002_20260114202835,us_alm_002,Almacen,2026-01-14,20,4,0.2,3.0,0.0,0.0,12.0,3.0,10.0,0.01
us_alm_002_20260114210141,us_alm_002,Almacen,2026-01-14,21,25,96.92,3.0,2352.8,0.28,75.0,3.0,2327.158287451118,0.28223516224037165
us_alm_002_20260114231624,us_alm_002,Almacen,2026-01-14,23,25,79.44,3.0,3.1,0.28,75.0,3.0,10.0,0.2861784905392925
us_alm_002_20260115010659,us_alm_002,Almacen,2026-01-15,1,8,11.09,3.0,490.8,0.125,24.0,3.0,491.92125859926654,0.1253757544036547
us_alm_002_20260115022644,us_alm_002,Almacen,2026-01-15,2,6,26.25,3.0,9.6,0.0,18.0,3.0,10.0,0.01
us_alm_002_20260115032626,us_alm_002,Almacen,2026-01-15,3,32,86.39,3.0,0.0,0.2188,96.0,3.0,10.0,0.21131630311373462
us_alm_002_20260115200132,us_alm_002,Almacen,2026-01-15,20,23,64.39,3.0,0.0,0.1739,69.0,3.0,10.0,0.176485072519011
