session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_pre,M2_pre,M3_pre,costo_sesion_total,M1_post,M2_post,M3_post,delta_M1,delta_M2,delta_M3,red_M1_pct,red_M2_pct,red_M3_pct
bot_Compras_6cd7_20260505095346,bot_Compras_6cd7,Compras,2026-05-05,9,8,50.72,2.0,260.0,0.125,16.0,1.683334136107986,223.89534128439516,0.09720480660279797,0.3166658638920139,36.10465871560484,0.02779519339720203,15.83,13.89,22.24
bot_Compras_6cd7_20260505112829,bot_Compras_6cd7,Compras,2026-05-05,11,6,62.52,2.0,3751.0,0.0,12.0,1.7641346514241172,3457.0601831336335,0.0,0.23586534857588282,293.9398168663665,0.0,11.79,7.84,
bot_Compras_6cd7_20260505141001,bot_Compras_6cd7,Compras,2026-05-05,14,2,23.9,2.0,0.0,0.0,4.0,1.752371172209894,0.0,0.0,0.24762882779010598,0.0,0.0,12.38,,
bot_Compras_6cd7_20260505151832,bot_Compras_6cd7,Compras,2026-05-05,15,14,77.52,2.0,0.0,0.0,28.0,1.7346092481810416,0.0,0.0,0.26539075181895844,0.0,0.0,13.27,,
bot_Compras_6cd7_20260506091913,bot_Compras_6cd7,Compras,2026-05-06,9,3,31.67,2.0,1900.0,0.3333,6.0,1.6348990216144532,1607.8284665545996,0.2812718415236054,0.3651009783855468,292.1715334454004,0.05202815847639458,18.26,15.38,15.61
bot_Compras_6cd7_20260506111208,bot_Compras_6cd7,Compras,2026-05-06,11,5,50.1,2.0,3006.0,0.0,10.0,1.8573143607795042,2684.2484051606066,0.0,0.14268563922049582,321.7515948393934,0.0,7.13,10.7,
bot_Compras_6cd7_20260506144000,bot_Compras_6cd7,Compras,2026-05-06,14,2,4.38,2.0,263.0,0.5,4.0,1.635465243711195,233.70601637287692,0.41408355014345877,0.36453475628880505,29.293983627123083,0.08591644985654123,18.23,11.14,17.18
bot_Compras_6cd7_20260506154347,bot_Compras_6cd7,Compras,2026-05-06,15,17,116.98,2.0,0.0,0.1176,34.0,1.9311802933217672,0.0,0.09137683556797703,0.06881970667823278,0.0,0.026223164432022966,3.44,,22.3
bot_Compras_6cd7_20260507083340,bot_Compras_6cd7,Compras,2026-05-07,8,3,13.35,2.0,771.0,0.0,6.0,1.6522607354555978,569.6188198278569,0.0,0.3477392645444022,201.3811801721431,0.0,17.39,26.12,
bot_Compras_6cd7_20260507092445,bot_Compras_6cd7,Compras,2026-05-07,9,6,61.73,2.0,1253.0,0.0,12.0,1.63628673384463,1068.2071707227344,0.0,0.3637132661553699,184.79282927726558,0.0,18.19,14.75,
bot_Compras_6cd7_20260507111012,bot_Compras_6cd7,Compras,2026-05-07,11,13,34.12,2.0,971.0,0.1538,26.0,1.8998170839215887,866.6380773439327,0.1215258108879561,0.10018291607841134,104.36192265606735,0.0322741891120439,5.01,10.75,20.98
bot_Compras_6cd7_20260507144135,bot_Compras_6cd7,Compras,2026-05-07,14,3,7.8,2.0,0.0,0.0,6.0,1.6223585328651642,0.0,0.0,0.3776414671348358,0.0,0.0,18.88,,
bot_Compras_6cd7_20260507171323,bot_Compras_6cd7,Compras,2026-05-07,17,2,20.12,2.0,0.0,0.5,4.0,1.8953458765854354,0.0,0.39777060869738234,0.10465412341456459,0.0,0.10222939130261766,5.23,,20.45
bot_Compras_b1d2_20260501080736,bot_Compras_b1d2,Compras,2026-05-01,8,9,93.72,2.0,0.0,0.1111,18.0,1.4112865470909122,0.0,0.09035463115962171,0.5887134529090878,0.0,0.020745368840378295,29.44,,18.67
bot_Compras_b1d2_20260501104407,bot_Compras_b1d2,Compras,2026-05-01,10,5,50.45,2.0,3027.0,0.0,10.0,1.706381631197346,2316.4983738414726,0.0,0.2936183688026539,710.5016261585274,0.0,14.68,23.47,
bot_Compras_b1d2_20260501123441,bot_Compras_b1d2,Compras,2026-05-01,12,2,0.3,2.0,18.0,0.0,4.0,1.5831243699718183,15.252282534388268,0.0,0.41687563002818173,2.747717465611732,0.0,20.84,15.27,
bot_Compras_b1d2_20260501143601,bot_Compras_b1d2,Compras,2026-05-01,14,4,5.03,2.0,57.0,0.0,8.0,1.6448849932347498,45.122281776259605,0.0,0.3551150067652502,11.877718223740395,0.0,17.76,20.84,
bot_Compras_b1d2_20260501151618,bot_Compras_b1d2,Compras,2026-05-01,15,5,75.17,2.0,2640.0,0.2,10.0,1.59462956317119,2298.705926095755,0.1709161487808889,0.40537043682881,341.2940739042451,0.029083851219111112,20.27,12.93,14.54
bot_Compras_b1d2_20260502113420,bot_Compras_b1d2,Compras,2026-05-02,11,2,0.6,2.0,36.0,0.0,4.0,1.4701357908162132,27.658594492675878,0.0,0.5298642091837868,8.341405507324122,0.0,26.49,23.17,
bot_Compras_b1d2_20260502142558,bot_Compras_b1d2,Compras,2026-05-02,14,3,14.83,2.0,890.0,0.0,6.0,1.615831401197959,718.7423491232333,0.0,0.3841685988020409,171.25765087676666,0.0,19.21,19.24,
bot_Compras_b1d2_20260502155108,bot_Compras_b1d2,Compras,2026-05-02,15,2,2.87,2.0,0.0,0.0,4.0,1.594167463429286,0.0,0.0,0.40583253657071405,0.0,0.0,20.29,,
bot_Compras_b1d2_20260503080738,bot_Compras_b1d2,Compras,2026-05-03,8,3,0.57,2.0,34.0,0.0,6.0,1.7886747924881987,31.714079432153447,0.0,0.21132520751180128,2.285920567846553,0.0,10.57,6.72,
bot_Compras_b1d2_20260503130146,bot_Compras_b1d2,Compras,2026-05-03,13,2,0.47,2.0,28.0,0.0,4.0,1.6797570950954355,24.563526329419204,0.0,0.32024290490456453,3.4364736705807957,0.0,16.01,12.27,
bot_Compras_b1d2_20260503144238,bot_Compras_b1d2,Compras,2026-05-03,14,3,20.48,2.0,0.0,0.0,6.0,1.4861076539419895,0.0,0.0,0.5138923460580105,0.0,0.0,25.69,,
bot_Compras_b1d2_20260504080249,bot_Compras_b1d2,Compras,2026-05-04,8,2,0.42,2.0,0.0,0.0,4.0,1.4067260513576887,0.0,0.0,0.5932739486423113,0.0,0.0,29.66,,
bot_Compras_b1d2_20260504084320,bot_Compras_b1d2,Compras,2026-05-04,8,21,84.33,2.0,0.0,0.0952,42.0,1.5556593165555441,0.0,0.0851200195679771,0.4443406834444559,0.0,0.010079980432022906,22.22,,10.59
bot_Compras_b1d2_20260504105646,bot_Compras_b1d2,Compras,2026-05-04,10,6,43.38,2.0,2603.0,0.0,12.0,1.5900094780419776,2411.4993132561035,0.0,0.40999052195802244,191.5006867438965,0.0,20.5,7.36,
bot_Compras_b1d2_20260504121715,bot_Compras_b1d2,Compras,2026-05-04,12,4,39.0,2.0,0.0,0.25,8.0,1.4122617560644846,0.0,0.20955081811174134,0.5877382439355154,0.0,0.04044918188825866,29.39,,16.18
bot_Compras_b1d2_20260504140418,bot_Compras_b1d2,Compras,2026-05-04,14,4,12.02,2.0,0.0,0.25,8.0,1.5793305251905907,0.0,0.20363599950609013,0.4206694748094093,0.0,0.046364000493909874,21.03,,18.55
bot_Compras_b1d2_20260504145625,bot_Compras_b1d2,Compras,2026-05-04,14,4,25.63,2.0,1532.0,0.0,8.0,1.4521530499495148,1345.836917240381,0.0,0.5478469500504852,186.1630827596191,0.0,27.39,12.15,
bot_Compras_b1d2_20260504155251,bot_Compras_b1d2,Compras,2026-05-04,15,6,33.35,2.0,40.0,0.0,12.0,1.4886120213672644,32.77226616532661,0.0,0.5113879786327356,7.227733834673387,0.0,25.57,18.07,
bot_Compras_b1d2_20260504171305,bot_Compras_b1d2,Compras,2026-05-04,17,4,42.4,2.0,396.0,0.25,8.0,1.5763320902726827,353.5318179459245,0.19242842442080568,0.42366790972731727,42.4681820540755,0.05757157557919432,21.18,10.72,23.03
bot_Compras_b1d2_20260505082038,bot_Compras_b1d2,Compras,2026-05-05,8,2,8.73,2.0,524.0,0.5,4.0,1.6330046515517844,428.88725039864204,0.3896781791934414,0.3669953484482156,95.11274960135796,0.11032182080655861,18.35,18.15,22.06
bot_Compras_b1d2_20260505092901,bot_Compras_b1d2,Compras,2026-05-05,9,18,177.48,2.0,28.0,0.1667,36.0,1.5718969640045442,22.210660748612874,0.13191263303993123,0.42810303599545585,5.789339251387126,0.03478736696006876,21.41,20.68,20.87
bot_Compras_b1d2_20260505141054,bot_Compras_b1d2,Compras,2026-05-05,14,30,177.33,2.0,1995.0,0.2,60.0,1.4628122107411152,1881.7563320084098,0.1641526355197173,0.5371877892588848,113.2436679915902,0.03584736448028272,26.86,5.68,17.92
bot_Compras_b1d2_20260506080830,bot_Compras_b1d2,Compras,2026-05-06,8,7,60.87,2.0,2321.0,0.1429,14.0,1.5126274492007414,1986.0773686407063,0.116232516084959,0.48737255079925856,334.92263135929375,0.026667483915040993,24.37,14.43,18.66
bot_Compras_b1d2_20260506094350,bot_Compras_b1d2,Compras,2026-05-06,9,5,33.42,2.0,0.0,0.0,10.0,1.5605030400466777,0.0,0.0,0.4394969599533223,0.0,0.0,21.97,,
bot_Compras_b1d2_20260506105008,bot_Compras_b1d2,Compras,2026-05-06,10,10,102.1,2.0,74.0,0.3,20.0,1.5295498852389473,60.399472509614675,0.2415742245427253,0.4704501147610527,13.600527490385325,0.058425775457274676,23.52,18.38,19.48
bot_Compras_b1d2_20260506130500,bot_Compras_b1d2,Compras,2026-05-06,13,4,12.27,2.0,48.0,0.0,8.0,1.3524078835264415,36.92354145072347,0.0,0.6475921164735585,11.07645854927653,0.0,32.38,23.08,
bot_Compras_b1d2_20260506140555,bot_Compras_b1d2,Compras,2026-05-06,14,4,12.45,2.0,0.0,0.25,8.0,1.7470967713501284,0.0,0.21195696203819706,0.2529032286498716,0.0,0.038043037961802945,12.65,,15.22
bot_Compras_b1d2_20260506145301,bot_Compras_b1d2,Compras,2026-05-06,14,2,0.57,2.0,34.0,0.0,4.0,1.6137250154543537,33.96409737437391,0.0,0.38627498454564635,0.035902625626093254,0.0,19.31,0.11,
bot_Compras_b1d2_20260506152632,bot_Compras_b1d2,Compras,2026-05-06,15,5,45.67,2.0,1130.0,0.0,10.0,1.5698082408519234,900.8619651060759,0.0,0.4301917591480766,229.1380348939241,0.0,21.51,20.28,
bot_Compras_b1d2_20260506171248,bot_Compras_b1d2,Compras,2026-05-06,17,3,0.73,2.0,40.0,0.0,6.0,1.6029463635867223,32.28729850943139,0.0,0.39705363641327773,7.712701490568612,0.0,19.85,19.28,
bot_Compras_b1d2_20260507080919,bot_Compras_b1d2,Compras,2026-05-07,8,19,79.43,2.0,881.0,0.1053,38.0,1.5179427115757473,696.802810440786,0.09512350070865705,0.48205728842425266,184.19718955921405,0.010176499291342955,24.1,20.91,9.66
bot_Compras_b1d2_20260507102412,bot_Compras_b1d2,Compras,2026-05-07,10,3,14.42,2.0,865.0,0.0,6.0,1.670763975694945,730.5801832630563,0.0,0.32923602430505494,134.41981673694374,0.0,16.46,15.54,
bot_Compras_b1d2_20260507115417,bot_Compras_b1d2,Compras,2026-05-07,11,2,10.8,2.0,0.0,0.0,4.0,1.5903368307647618,0.0,0.0,0.40966316923523816,0.0,0.0,20.48,,
bot_Compras_b1d2_20260507140224,bot_Compras_b1d2,Compras,2026-05-07,14,4,15.8,2.0,948.0,0.0,8.0,1.636491004368466,751.894532284926,0.0,0.36350899563153405,196.10546771507404,0.0,18.18,20.69,
bot_Compras_b1d2_20260507153117,bot_Compras_b1d2,Compras,2026-05-07,15,3,26.23,2.0,1484.0,0.0,6.0,1.4950381746615242,1151.376259962446,0.0,0.5049618253384758,332.62374003755394,0.0,25.25,22.41,
bot_Logistica_7037_20260501070035,bot_Logistica_7037,Logistica,2026-05-01,7,14,54.32,2.0,0.0,0.0714,28.0,1.8743416640470132,0.0,0.05991520017498534,0.1256583359529868,0.0,0.011484799825014665,6.28,,16.09
bot_Logistica_7037_20260501084227,bot_Logistica_7037,Logistica,2026-05-01,8,12,86.6,2.0,19.0,0.3333,24.0,1.6183357430878174,15.459230885423539,0.2604340552525592,0.38166425691218264,3.5407691145764613,0.07286594474744079,19.08,18.64,21.86
bot_Logistica_7037_20260501125502,bot_Logistica_7037,Logistica,2026-05-01,12,33,247.22,2.0,750.0,0.1515,66.0,1.5970009230320183,630.319561047931,0.11657205286818638,0.40299907696798165,119.68043895206904,0.034927947131813616,20.15,15.96,23.05
bot_Logistica_7037_20260501173515,bot_Logistica_7037,Logistica,2026-05-01,17,2,24.12,2.0,1447.0,0.0,4.0,1.710445682577984,1208.9512727813549,0.0,0.2895543174220161,238.04872721864513,0.0,14.48,16.45,
bot_Logistica_7037_20260502130211,bot_Logistica_7037,Logistica,2026-05-02,13,5,12.43,2.0,42.0,0.0,10.0,1.5926436337958403,33.9847802058065,0.0,0.4073563662041597,8.015219794193499,0.0,20.37,19.08,
bot_Logistica_7037_20260502141553,bot_Logistica_7037,Logistica,2026-05-02,14,4,24.28,2.0,0.0,0.0,8.0,1.7334917187624381,0.0,0.0,0.2665082812375619,0.0,0.0,13.33,,
bot_Logistica_7037_20260502153955,bot_Logistica_7037,Logistica,2026-05-02,15,3,0.48,2.0,29.0,0.0,6.0,1.758538712337179,21.88136234237401,0.0,0.24146128766282104,7.118637657625989,0.0,12.07,24.55,
bot_Logistica_7037_20260502161233,bot_Logistica_7037,Logistica,2026-05-02,16,2,24.18,2.0,1451.0,0.0,4.0,1.6171376241054154,1257.3349334064335,0.0,0.3828623758945846,193.6650665935665,0.0,19.14,13.35,
bot_Logistica_7037_20260503073512,bot_Logistica_7037,Logistica,2026-05-03,7,7,17.5,2.0,948.0,0.0,14.0,1.502911789933548,717.2784884443381,0.0,0.497088210066452,230.7215115556619,0.0,24.85,24.34,
bot_Logistica_7037_20260503103037,bot_Logistica_7037,Logistica,2026-05-03,10,2,18.47,2.0,1108.0,0.0,4.0,1.7093722501721482,878.4048589692158,0.0,0.2906277498278518,229.59514103078425,0.0,14.53,20.72,
bot_Logistica_7037_20260503124937,bot_Logistica_7037,Logistica,2026-05-03,12,2,23.97,2.0,1438.0,0.0,4.0,1.517247993773104,1200.292862477258,0.0,0.48275200622689596,237.70713752274196,0.0,24.14,16.53,
bot_Logistica_7037_20260504071003,bot_Logistica_7037,Logistica,2026-05-04,7,13,48.88,2.0,643.0,0.3077,26.0,1.618216389219784,540.3578672828227,0.23630724037510636,0.38178361078021594,102.64213271717733,0.07139275962489361,19.09,15.96,23.2
bot_Logistica_7037_20260504090511,bot_Logistica_7037,Logistica,2026-05-04,9,3,33.57,2.0,0.0,0.6667,6.0,1.6449444455770175,0.0,0.5214630095294458,0.35505555442298253,0.0,0.14523699047055416,17.75,,21.78
bot_Logistica_7037_20260504101037,bot_Logistica_7037,Logistica,2026-05-04,10,14,50.05,2.0,0.0,0.0714,28.0,1.7669692112065143,0.0,0.05979680091515756,0.2330307887934857,0.0,0.011603199084842447,11.65,,16.25
bot_Logistica_7037_20260504121042,bot_Logistica_7037,Logistica,2026-05-04,12,3,20.4,2.0,0.0,0.0,6.0,1.82755686206579,0.0,0.0,0.17244313793420996,0.0,0.0,8.62,,
bot_Logistica_7037_20260504130212,bot_Logistica_7037,Logistica,2026-05-04,13,10,58.78,2.0,0.0,0.0,20.0,1.741107212718054,0.0,0.0,0.258892787281946,0.0,0.0,12.94,,
bot_Logistica_7037_20260504150313,bot_Logistica_7037,Logistica,2026-05-04,15,2,0.2,2.0,12.0,0.0,4.0,1.623001481328418,10.107953872483739,0.0,0.3769985186715821,1.8920461275162612,0.0,18.85,15.77,
bot_Logistica_7037_20260504154227,bot_Logistica_7037,Logistica,2026-05-04,15,2,0.77,2.0,0.0,0.0,4.0,1.8001782061659808,0.0,0.0,0.1998217938340192,0.0,0.0,9.99,,
bot_Logistica_7037_20260504162705,bot_Logistica_7037,Logistica,2026-05-04,16,3,9.7,2.0,200.0,0.0,6.0,1.6422123033877534,162.72393775927506,0.0,0.35778769661224663,37.27606224072494,0.0,17.89,18.64,
bot_Logistica_7037_20260504175302,bot_Logistica_7037,Logistica,2026-05-04,17,4,7.02,2.0,421.0,0.0,8.0,1.7228452142378297,343.93627667873346,0.0,0.27715478576217034,77.06372332126654,0.0,13.86,18.3,
bot_Logistica_7037_20260505070325,bot_Logistica_7037,Logistica,2026-05-05,7,12,70.6,2.0,1805.0,0.25,24.0,1.890940079864544,1591.20900448471,0.19867470584790198,0.10905992013545607,213.79099551528998,0.05132529415209802,5.45,11.84,20.53
bot_Logistica_7037_20260505084608,bot_Logistica_7037,Logistica,2026-05-05,8,3,1.3,2.0,13.0,0.0,6.0,1.8035213922163944,10.628751007535993,0.0,0.1964786077836056,2.3712489924640074,0.0,9.82,18.24,
bot_Logistica_7037_20260505093208,bot_Logistica_7037,Logistica,2026-05-05,9,24,153.1,2.0,0.0,0.0833,48.0,1.5825913689082596,0.0,0.06609224633896794,0.4174086310917404,0.0,0.017207753661032055,20.87,,20.66
bot_Logistica_7037_20260505125259,bot_Logistica_7037,Logistica,2026-05-05,12,27,217.53,2.0,40.0,0.1111,54.0,1.685241837918955,36.87287462455056,0.09191818156125993,0.3147581620810449,3.127125375449438,0.019181818438740075,15.74,7.82,17.27
bot_Logistica_7037_20260505171043,bot_Logistica_7037,Logistica,2026-05-05,17,5,45.67,2.0,1959.0,0.0,10.0,1.6614899471191136,1722.8822766769226,0.0,0.3385100528808864,236.11772332307737,0.0,16.93,12.05,
bot_Logistica_7037_20260506070901,bot_Logistica_7037,Logistica,2026-05-06,7,30,77.8,2.0,381.0,0.2333,60.0,1.7069614558108566,333.9629819435467,0.17195859144297812,0.29303854418914344,47.03701805645329,0.06134140855702189,14.65,12.35,26.29
bot_Logistica_7037_20260506090123,bot_Logistica_7037,Logistica,2026-05-06,9,5,18.0,2.0,986.0,0.2,10.0,1.7977754043206928,842.9558728894746,0.15804712086099199,0.20222459567930717,143.04412711052544,0.041952879139008026,10.11,14.51,20.98
bot_Logistica_7037_20260506100900,bot_Logistica_7037,Logistica,2026-05-06,10,8,32.87,2.0,24.0,0.125,16.0,1.7466781866106285,22.836831429365276,0.10251166409411559,0.25332181338937154,1.1631685706347241,0.022488335905884407,12.67,4.85,17.99
bot_Logistica_7037_20260506111926,bot_Logistica_7037,Logistica,2026-05-06,11,2,24.75,2.0,1485.0,0.0,4.0,1.7082220586300336,1210.3224532091367,0.0,0.2917779413699664,274.6775467908633,0.0,14.59,18.5,
bot_Logistica_7037_20260506122331,bot_Logistica_7037,Logistica,2026-05-06,12,12,90.08,2.0,762.0,0.0833,24.0,1.7664335816544245,605.9392062328722,0.06785437337801876,0.23356641834557546,156.06079376712785,0.015445626621981234,11.68,20.48,18.54
bot_Logistica_7037_20260506143737,bot_Logistica_7037,Logistica,2026-05-06,14,10,42.08,2.0,0.0,0.0,20.0,1.6356342553234884,0.0,0.0,0.3643657446765116,0.0,0.0,18.22,,
bot_Logistica_7037_20260506155718,bot_Logistica_7037,Logistica,2026-05-06,15,9,70.35,2.0,0.0,0.0,18.0,1.78715399442579,0.0,0.0,0.21284600557421007,0.0,0.0,10.64,,
bot_Logistica_7037_20260506173953,bot_Logistica_7037,Logistica,2026-05-06,17,2,0.58,2.0,0.0,0.5,4.0,1.5855236284217693,0.0,0.41493251232612127,0.4144763715782307,0.0,0.08506748767387873,20.72,,17.01
bot_Logistica_7037_20260507070550,bot_Logistica_7037,Logistica,2026-05-07,7,13,37.7,2.0,16.0,0.1538,26.0,1.759098861664535,12.670267740657899,0.13141906952561253,0.2409011383354649,3.3297322593421015,0.022380930474387467,12.05,20.81,14.55
bot_Logistica_7037_20260507091759,bot_Logistica_7037,Logistica,2026-05-07,9,9,35.88,2.0,513.0,0.2222,18.0,1.818963785880495,440.49860526768794,0.2010554014775201,0.181036214119505,72.50139473231206,0.021144598522479907,9.05,14.13,9.52
bot_Logistica_7037_20260507105356,bot_Logistica_7037,Logistica,2026-05-07,10,13,56.15,2.0,1027.0,0.0,26.0,1.6060210800896426,796.7129809849588,0.0,0.3939789199103574,230.2870190150412,0.0,19.7,22.42,
bot_Logistica_7037_20260507125955,bot_Logistica_7037,Logistica,2026-05-07,12,16,94.25,2.0,10.0,0.0,32.0,1.8330044311489182,8.707182828177029,0.0,0.1669955688510818,1.2928171718229713,0.0,8.35,12.93,
bot_Logistica_7037_20260507151053,bot_Logistica_7037,Logistica,2026-05-07,15,3,0.87,2.0,52.0,0.0,6.0,1.711396862631982,40.64972847702422,0.0,0.288603137368018,11.350271522975781,0.0,14.43,21.83,
bot_Logistica_7037_20260507170713,bot_Logistica_7037,Logistica,2026-05-07,17,11,33.15,2.0,84.0,0.0909,22.0,1.6963221181975228,70.85145813734054,0.07701850930561954,0.30367788180247723,13.148541862659457,0.013881490694380452,15.18,15.65,15.27
bot_Logistica_97c4_20260501071543,bot_Logistica_97c4,Logistica,2026-05-01,7,10,15.87,2.0,450.0,0.1,20.0,1.7279009231736713,382.1373905462804,0.07714762772277345,0.2720990768263287,67.86260945371959,0.022852372277226557,13.6,15.08,22.85
bot_Logistica_97c4_20260501081126,bot_Logistica_97c4,Logistica,2026-05-01,8,4,4.68,2.0,182.0,0.25,8.0,1.7269468357135995,169.6424229179228,0.2195677505769372,0.2730531642864005,12.3575770820772,0.0304322494230628,13.65,6.79,12.17
bot_Logistica_97c4_20260501084628,bot_Logistica_97c4,Logistica,2026-05-01,8,3,33.52,2.0,0.0,0.0,6.0,1.8391186626639398,0.0,0.0,0.16088133733606025,0.0,0.0,8.04,,
bot_Logistica_97c4_20260501095211,bot_Logistica_97c4,Logistica,2026-05-01,9,3,24.32,2.0,1459.0,0.3333,6.0,1.667221307990035,1226.7071323514604,0.2885410016553183,0.3327786920099649,232.29286764853964,0.044758998344681666,16.64,15.92,13.43
bot_Logistica_97c4_20260501123213,bot_Logistica_97c4,Logistica,2026-05-01,12,3,0.77,2.0,46.0,0.0,6.0,1.510553537028518,42.06596573475941,0.0,0.4894464629714821,3.934034265240591,0.0,24.47,8.55,
bot_Logistica_97c4_20260501131858,bot_Logistica_97c4,Logistica,2026-05-01,13,27,142.93,2.0,1577.0,0.0741,54.0,1.637111893005258,1241.7215700107358,0.05396385603073732,0.36288810699474205,335.27842998926417,0.02013614396926268,18.14,21.26,27.17
bot_Logistica_97c4_20260501162618,bot_Logistica_97c4,Logistica,2026-05-01,16,9,78.05,2.0,1225.0,0.1111,18.0,1.7621170583961914,1031.0407254902898,0.08293636720193845,0.23788294160380863,193.9592745097102,0.028163632798061555,11.89,15.83,25.35
bot_Logistica_97c4_20260502071621,bot_Logistica_97c4,Logistica,2026-05-02,7,6,10.25,2.0,343.0,0.0,12.0,1.5502921227936384,281.67529240717425,0.0,0.44970787720636163,61.324707592825746,0.0,22.49,17.88,
bot_Logistica_97c4_20260502081414,bot_Logistica_97c4,Logistica,2026-05-02,8,4,21.03,2.0,1262.0,0.25,8.0,1.6538408648636396,962.7076796582475,0.1996782116989257,0.34615913513636043,299.29232034175254,0.05032178830107431,17.31,23.72,20.13
bot_Logistica_97c4_20260502094657,bot_Logistica_97c4,Logistica,2026-05-02,9,3,0.27,2.0,16.0,0.0,6.0,1.652527643025233,11.250490685646742,0.0,0.3474723569747671,4.749509314353258,0.0,17.37,29.68,
bot_Logistica_97c4_20260502110305,bot_Logistica_97c4,Logistica,2026-05-02,11,2,21.8,2.0,1308.0,0.0,4.0,1.6567065469791322,1141.6358962587976,0.0,0.3432934530208678,166.36410374120237,0.0,17.16,12.72,
bot_Logistica_97c4_20260502121621,bot_Logistica_97c4,Logistica,2026-05-02,12,4,13.87,2.0,44.0,0.0,8.0,1.7924565029547757,36.28044488077937,0.0,0.20754349704522435,7.7195551192206295,0.0,10.38,17.54,
bot_Logistica_97c4_20260502132602,bot_Logistica_97c4,Logistica,2026-05-02,13,7,44.6,2.0,1052.0,0.1429,14.0,1.9371359803249861,884.690889629162,0.11599142479071799,0.06286401967501387,167.30911037083797,0.026908575209282012,3.14,15.9,18.83
bot_Logistica_97c4_20260502144745,bot_Logistica_97c4,Logistica,2026-05-02,14,5,21.07,2.0,1259.0,0.0,10.0,1.6773874912889997,1067.5114356903364,0.0,0.32261250871100033,191.48856430966362,0.0,16.13,15.21,
bot_Logistica_97c4_20260503070809,bot_Logistica_97c4,Logistica,2026-05-03,7,5,7.9,2.0,0.0,0.0,10.0,1.6224337993119764,0.0,0.0,0.3775662006880236,0.0,0.0,18.88,,
bot_Logistica_97c4_20260503085031,bot_Logistica_97c4,Logistica,2026-05-03,8,10,46.07,2.0,0.0,0.0,20.0,1.6254575228866235,0.0,0.0,0.3745424771133765,0.0,0.0,18.73,,
bot_Logistica_97c4_20260503102002,bot_Logistica_97c4,Logistica,2026-05-03,10,10,32.25,2.0,54.0,0.0,20.0,1.6543022782579144,49.312781069173255,0.0,0.3456977217420856,4.687218930826745,0.0,17.28,8.68,
bot_Logistica_97c4_20260503130253,bot_Logistica_97c4,Logistica,2026-05-03,13,3,8.12,2.0,108.0,0.0,6.0,1.788950685192246,97.23286003948719,0.0,0.2110493148077539,10.767139960512807,0.0,10.55,9.97,
bot_Logistica_97c4_20260503135526,bot_Logistica_97c4,Logistica,2026-05-03,13,2,22.05,2.0,1323.0,0.0,4.0,1.645531240591965,1084.1031867143784,0.0,0.3544687594080349,238.89681328562165,0.0,17.72,18.06,
bot_Logistica_97c4_20260503150506,bot_Logistica_97c4,Logistica,2026-05-03,15,2,15.72,2.0,943.0,0.5,4.0,1.6020183312409124,737.8703488862861,0.44930676108559053,0.3979816687590876,205.12965111371386,0.050693238914409466,19.9,21.75,10.14
bot_Logistica_97c4_20260503170520,bot_Logistica_97c4,Logistica,2026-05-03,17,5,44.77,2.0,0.0,0.0,10.0,1.773367839314746,0.0,0.0,0.22663216068525394,0.0,0.0,11.33,,
bot_Logistica_97c4_20260504070026,bot_Logistica_97c4,Logistica,2026-05-04,7,29,58.33,2.0,0.0,0.069,58.0,1.566894822878277,0.0,0.05764734223623632,0.4331051771217229,0.0,0.011352657763763686,21.66,,16.45
bot_Logistica_97c4_20260504091244,bot_Logistica_97c4,Logistica,2026-05-04,9,20,142.32,2.0,0.0,0.15,40.0,1.5575872191108053,0.0,0.11984755951381398,0.44241278088919467,0.0,0.03015244048618601,22.12,,20.1
bot_Logistica_97c4_20260504122057,bot_Logistica_97c4,Logistica,2026-05-04,12,30,151.33,2.0,39.0,0.1,60.0,1.6423179192450401,34.06837193799681,0.08332131655743019,0.3576820807549599,4.931628062003192,0.016678683442569814,17.88,12.65,16.68
bot_Logistica_97c4_20260504152401,bot_Logistica_97c4,Logistica,2026-05-04,15,3,40.43,2.0,1717.0,0.3333,6.0,1.6437033834180919,1538.3744636188208,0.2522903796455477,0.35629661658190814,178.62553638117924,0.0810096203544523,17.81,10.4,24.31
bot_Logistica_97c4_20260504164526,bot_Logistica_97c4,Logistica,2026-05-04,16,4,10.95,2.0,85.0,0.0,8.0,1.7413935606944264,73.75068034636563,0.0,0.2586064393055736,11.249319653634373,0.0,12.93,13.23,
bot_Logistica_97c4_20260505070222,bot_Logistica_97c4,Logistica,2026-05-05,7,15,72.17,2.0,0.0,0.1333,30.0,1.7124133022242118,0.0,0.114264940083014,0.28758669777578816,0.0,0.019035059916986008,14.38,,14.28
bot_Logistica_97c4_20260505100422,bot_Logistica_97c4,Logistica,2026-05-05,10,7,22.22,2.0,10.0,0.1429,14.0,1.6613097863557011,8.11863848974048,0.12338707091860457,0.33869021364429885,1.88136151025952,0.01951292908139543,16.93,18.81,13.65
bot_Logistica_97c4_20260505110339,bot_Logistica_97c4,Logistica,2026-05-05,11,14,102.2,2.0,114.0,0.1429,28.0,1.609365630945724,87.50377061072771,0.10476978455517169,0.39063436905427595,26.496229389272287,0.03813021544482831,19.53,23.24,26.68
